seed,a_star,eps,vis,fr,rank,dropped,total_tries
121,3,0.02,100,0.01,1,0,394000
121,3,0.02,100,0.005,5,0,393000
121,3,0.02,100,0.0025,4,0,393500
122,2,0.02,100,0.02,2,0,446050
122,2,0.02,100,0.01,4,0,444900
122,2,0.02,100,0.005,6,0,443850
122,2,0.02,100,0.0025,6,0,443450
123,0,0.02,100,0.02,1,0,426350
123,0,0.02,100,0.01,2,0,433700
123,0,0.02,100,0.005,1,0,433900
123,0,0.02,100,0.0025,1,0,433500
124,0,0.02,100,0.02,1,0,371500
124,0,0.02,100,0.01,3,0,331900
124,0,0.02,100,0.005,6,0,331450
124,0,0.02,100,0.0025,6,0,331000
125,1,0.02,100,0.02,6,0,245000
125,1,0.02,100,0.01,4,0,282650
125,1,0.02,100,0.005,4,0,282650
125,1,0.02,100,0.0025,6,0,254000
126,0,0.02,100,0.02,5,0,305850
126,0,0.02,100,0.01,4,0,303350
126,0,0.02,100,0.005,1,0,302450
126,0,0.02,100,0.0025,3,0,280950
127,1,0.02,100,0.02,2,0,431250
127,1,0.02,100,0.01,2,0,430300
127,1,0.02,100,0.005,2,0,429800
127,1,0.02,100,0.0025,2,0,429000
128,1,0.02,100,0.02,1,0,360850
128,1,0.02,100,0.01,1,0,341150
128,1,0.02,100,0.005,1,0,340800
128,1,0.02,100,0.0025,3,0,359500
129,1,0.02,100,0.02,1,0,557600
129,1,0.02,100,0.01,6,0,484300
129,1,0.02,100,0.005,6,0,484150
129,1,0.02,100,0.0025,5,0,483500
130,1,0.02,100,0.02,2,0,241150
130,1,0.02,100,0.01,6,0,239350
130,1,0.02,100,0.005,5,0,238900
130,1,0.02,100,0.0025,5,0,238450
131,3,0.02,100,0.02,1,0,504700
131,3,0.02,100,0.01,1,0,433100
131,3,0.02,100,0.005,4,0,539900
131,3,0.02,100,0.0025,4,0,539500
132,0,0.02,100,0.02,1,0,560900
132,0,0.02,100,0.01,1,0,559400
132,0,0.02,100,0.005,1,0,558150
132,0,0.02,100,0.0025,1,0,557750
133,3,0.02,100,0.02,2,0,295900
133,3,0.02,100,0.01,6,0,295800
133,3,0.02,100,0.005,6,0,295450
133,3,0.02,100,0.0025,6,0,295000
134,0,0.02,100,0.02,3,0,261250
134,0,0.02,100,0.01,3,0,260350
134,0,0.02,100,0.005,3,0,251350
134,0,0.02,100,0.0025,3,0,252000
135,1,0.02,100,0.02,1,0,223900
135,1,0.02,100,0.01,4,0,223350
135,1,0.02,100,0.005,4,0,222150
135,1,0.02,100,0.0025,3,0,221500
136,1,0.02,100,0.02,2,0,219950
136,1,0.02,100,0.01,2,0,218850
136,1,0.02,100,0.005,2,0,218200
136,1,0.02,100,0.0025,2,0,217850
137,1,0.02,100,0.02,6,0,385500
137,1,0.02,100,0.01,6,0,384800
137,1,0.02,100,0.005,6,0,383750
137,1,0.02,100,0.0025,4,0,384400
138,0,0.02,100,0.02,1,0,244200
138,0,0.02,100,0.01,1,0,267150
138,0,0.02,100,0.005,1,0,252500
138,0,0.02,100,0.0025,1,0,242500
139,1,0.02,100,0.02,1,0,310500
139,1,0.02,100,0.01,1,0,308600
139,1,0.02,100,0.005,1,0,308500
139,1,0.02,100,0.0025,5,0,309000
140,3,0.02,100,0.02,2,0,276150
140,3,0.02,100,0.01,2,0,274200
140,3,0.02,100,0.005,2,0,273500
140,3,0.02,100,0.0025,10,0,273500
141,3,0.02,100,0.02,1,0,470000
141,3,0.02,100,0.01,1,0,469250
141,3,0.02,100,0.005,1,0,469000
141,3,0.02,100,0.0025,2,0,469500
142,2,0.02,100,0.02,2,0,400750
142,2,0.02,100,0.01,2,0,400050
142,2,0.02,100,0.005,3,0,400000
142,2,0.02,100,0.0025,7,0,400000
