seed,a_star,eps,vis,fr,rank,dropped,total_tries
122,2,0.05,100,0.005,5,0,77000
122,2,0.05,100,0.0025,5,0,77000
123,0,0.05,100,0.02,1,0,74950
123,0,0.05,100,0.01,3,0,77500
123,0,0.05,100,0.005,1,0,78000
123,0,0.05,100,0.0025,1,0,78000
124,0,0.05,100,0.02,1,0,64500
124,0,0.05,100,0.01,3,0,59500
124,0,0.05,100,0.005,7,0,59500
124,0,0.05,100,0.0025,7,0,59500
125,1,0.05,100,0.02,6,0,44000
125,1,0.05,100,0.01,4,0,49000
125,1,0.05,100,0.005,6,0,49000
125,1,0.05,100,0.0025,10,0,44500
126,0,0.05,100,0.02,4,0,54000
126,0,0.05,100,0.01,6,0,54000
126,0,0.05,100,0.005,4,0,54000
126,0,0.05,100,0.0025,6,0,52500
127,1,0.05,100,0.02,2,0,75450
127,1,0.05,100,0.01,4,0,75000
127,1,0.05,100,0.005,4,0,75000
127,1,0.05,100,0.0025,6,0,75000
128,1,0.05,100,0.02,2,0,62400
128,1,0.05,100,0.01,1,0,59350
128,1,0.05,100,0.005,1,0,59000
128,1,0.05,100,0.0025,2,0,62000
129,1,0.05,100,0.02,1,0,99450
129,1,0.05,100,0.01,6,0,84650
129,1,0.05,100,0.005,6,0,84250
129,1,0.05,100,0.0025,6,0,84250
130,1,0.05,100,0.02,2,0,42450
130,1,0.05,100,0.01,6,0,42000
130,1,0.05,100,0.005,5,0,42000
130,1,0.05,100,0.0025,5,0,42000
131,3,0.05,100,0.02,1,0,87900
131,3,0.05,100,0.01,1,0,75000
131,3,0.05,100,0.005,4,0,94500
131,3,0.05,100,0.0025,4,0,94500
132,0,0.05,100,0.02,1,0,97450
132,0,0.05,100,0.01,1,0,97000
132,0,0.05,100,0.005,1,0,97000
132,0,0.05,100,0.0025,1,0,97000
133,3,0.05,100,0.02,2,0,53450
133,3,0.05,100,0.01,6,0,53000
133,3,0.05,100,0.005,6,0,53000
133,3,0.05,100,0.0025,6,0,53000
134,0,0.05,100,0.02,3,0,45450
134,0,0.05,100,0.01,3,0,45450
134,0,0.05,100,0.005,4,0,43450
134,0,0.05,100,0.0025,4,0,44500
135,1,0.05,100,0.02,1,0,39750
135,1,0.05,100,0.01,3,0,39750
135,1,0.05,100,0.005,8,0,39450
135,1,0.05,100,0.0025,8,0,39000
136,1,0.05,100,0.02,2,0,38000
136,1,0.05,100,0.01,2,0,38000
136,1,0.05,100,0.005,2,0,38000
136,1,0.05,100,0.0025,2,0,38000
137,1,0.05,100,0.02,6,0,67350
137,1,0.05,100,0.01,6,0,67000
137,1,0.05,100,0.005,6,0,67000
137,1,0.05,100,0.0025,6,0,67500
138,0,0.05,100,0.02,1,0,44800
138,0,0.05,100,0.01,1,0,49450
138,0,0.05,100,0.005,1,0,47000
138,0,0.05,100,0.0025,1,0,44500
139,1,0.05,100,0.02,1,0,55150
139,1,0.05,100,0.01,1,0,54650
139,1,0.05,100,0.005,3,0,54450
139,1,0.05,100,0.0025,7,0,55000
140,3,0.05,100,0.02,2,0,49500
140,3,0.05,100,0.01,2,0,49500
140,3,0.05,100,0.005,2,0,49500
140,3,0.05,100,0.0025,10,0,49500
141,3,0.05,100,0.02,6,0,80750
141,3,0.05,100,0.01,3,0,80500
141,3,0.05,100,0.005,3,0,80500
141,3,0.05,100,0.0025,2,0,80000
142,2,0.05,100,0.02,2,0,71500
142,2,0.05,100,0.01,2,0,71500
142,2,0.05,100,0.005,3,0,71500
142,2,0.05,100,0.0025,7,0,71500
