seed,a_star,eps,vis,fr,rank,dropped,total_tries
107,0,0.04,100,0.02,3,0,98900
107,0,0.04,100,0.01,3,0,98500
107,0,0.04,100,0.005,2,0,94500
107,0,0.04,100,0.0025,3,0,94500
108,2,0.04,100,0.02,1,0,102000
108,2,0.04,100,0.01,1,0,102000
108,2,0.04,100,0.005,5,0,102000
108,2,0.04,100,0.0025,5,0,102000
109,1,0.04,100,0.02,6,0,67850
109,1,0.04,100,0.01,6,0,68000
109,1,0.04,100,0.005,4,0,87950
109,1,0.04,100,0.0025,4,0,87950
110,2,0.04,100,0.02,2,0,116450
110,2,0.04,100,0.01,6,0,116000
110,2,0.04,100,0.005,6,0,118000
110,2,0.04,100,0.0025,8,0,116000
111,3,0.04,100,0.02,2,0,107650
111,3,0.04,100,0.01,4,0,101600
111,3,0.04,100,0.005,2,0,107600
111,3,0.04,100,0.0025,2,0,107500
112,1,0.04,100,0.02,2,0,69400
112,1,0.04,100,0.01,2,0,69000
112,1,0.04,100,0.005,6,0,69000
112,1,0.04,100,0.0025,9,0,69000
113,2,0.04,100,0.02,1,0,118350
113,2,0.04,100,0.01,1,0,118200
113,2,0.04,100,0.005,5,0,117750
113,2,0.04,100,0.0025,5,0,117750
114,0,0.04,100,0.02,6,0,103950
114,0,0.04,100,0.01,7,0,103950
114,0,0.04,100,0.005,10,0,103500
114,0,0.04,100,0.0025,10,0,103500
115,3,0.04,100,0.02,1,0,82050
115,3,0.04,100,0.01,1,0,82050
115,3,0.04,100,0.005,2,0,81950
115,3,0.04,100,0.0025,2,0,81900
116,2,0.04,100,0.02,2,0,106550
116,2,0.04,100,0.01,1,0,106500
116,2,0.04,100,0.005,4,0,106500
116,2,0.04,100,0.0025,1,0,106500
117,0,0.04,100,0.02,3,0,97900
117,0,0.04,100,0.01,3,0,97500
117,0,0.04,100,0.005,4,0,97500
117,0,0.04,100,0.0025,7,0,97500
118,0,0.04,100,0.02,1,0,49000
118,0,0.04,100,0.01,,1,0
118,0,0.04,100,0.005,,1,0
118,0,0.04,100,0.0025,,1,0
119,3,0.04,100,0.02,2,0,78700
119,3,0.04,100,0.01,2,0,78200
119,3,0.04,100,0.005,5,0,78000
119,3,0.04,100,0.0025,6,0,70000
120,3,0.04,100,0.02,1,0,110300
120,3,0.04,100,0.01,1,0,110000
120,3,0.04,100,0.005,1,0,110000
120,3,0.04,100,0.0025,1,0,110250
121,3,0.04,100,0.02,1,0,104550
121,3,0.04,100,0.01,1,0,104500
121,3,0.04,100,0.005,5,0,104000
121,3,0.04,100,0.0025,4,0,104500
122,2,0.04,100,0.02,2,0,116900
122,2,0.04,100,0.01,4,0,116900
122,2,0.04,100,0.005,6,0,116500
122,2,0.04,100,0.0025,6,0,116100
123,0,0.04,100,0.02,1,0,112700
123,0,0.04,100,0.01,3,0,115400
123,0,0.04,100,0.005,1,0,115500
123,0,0.04,100,0.0025,1,0,115500
124,0,0.04,100,0.02,1,0,97050
124,0,0.04,100,0.01,3,0,86500
124,0,0.04,100,0.005,7,0,86500
124,0,0.04,100,0.0025,7,0,86500
125,1,0.04,100,0.02,6,0,64700
125,1,0.04,100,0.01,4,0,73500
125,1,0.04,100,0.005,4,0,73500
125,1,0.04,100,0.0025,10,0,66500
126,0,0.04,100,0.02,4,0,81050
126,0,0.04,100,0.01,4,0,80450
126,0,0.04,100,0.005,4,0,80450
126,0,0.04,100,0.0025,6,0,77400
127,1,0.04,100,0.02,2,0,116000
127,1,0.04,100,0.01,2,0,115750
127,1,0.04,100,0.005,2,0,115250
127,1,0.04,100,0.0025,4,0,115000
128,1,0.04,100,0.02,1,0,94000
128,1,0.04,100,0.01,1,0,90350
128,1,0.04,100,0.005,1,0,90000
128,1,0.04,100,0.0025,2,0,94000
129,1,0.04,100,0.02,1,0,149450
129,1,0.04,100,0.01,5,0,128150
129,1,0.04,100,0.005,6,0,128000
129,1,0.04,100,0.0025,5,0,128000
130,1,0.04,100,0.02,2,0,64000
130,1,0.04,100,0.01,6,0,64000
130,1,0.04,100,0.005,5,0,64000
130,1,0.04,100,0.0025,5,0,64000
131,3,0.04,100,0.02,1,0,132700
131,3,0.04,100,0.01,1,0,113050
131,3,0.04,100,0.005,4,0,142500
131,3,0.04,100,0.0025,4,0,142500
132,0,0.04,100,0.02,1,0,146850
132,0,0.04,100,0.01,1,0,146850
132,0,0.04,100,0.005,1,0,146850
132,0,0.04,100,0.0025,1,0,146500
133,3,0.04,100,0.02,2,0,78900
133,3,0.04,100,0.01,6,0,78500
133,3,0.04,100,0.005,6,0,78500
133,3,0.04,100,0.0025,6,0,78500
134,0,0.04,100,0.02,3,0,68450
134,0,0.04,100,0.01,3,0,68450
134,0,0.04,100,0.005,3,0,66500
134,0,0.04,100,0.0025,4,0,66000
135,1,0.04,100,0.02,1,0,58750
135,1,0.04,100,0.01,3,0,58750
135,1,0.04,100,0.005,8,0,58000
135,1,0.04,100,0.0025,8,0,58000
136,1,0.04,100,0.02,2,0,59250
136,1,0.04,100,0.01,2,0,58900
136,1,0.04,100,0.005,2,0,59000
136,1,0.04,100,0.0025,2,0,59000
137,1,0.04,100,0.02,6,0,101850
137,1,0.04,100,0.01,6,0,101800
137,1,0.04,100,0.005,6,0,100950
137,1,0.04,100,0.0025,6,0,101450
138,0,0.04,100,0.02,1,0,65650
138,0,0.04,100,0.01,1,0,72000
138,0,0.04,100,0.005,1,0,68500
138,0,0.04,100,0.0025,1,0,65500
139,1,0.04,100,0.02,1,0,82900
139,1,0.04,100,0.01,1,0,82400
139,1,0.04,100,0.005,3,0,82000
139,1,0.04,100,0.0025,5,0,82500
140,3,0.04,100,0.02,2,0,72900
140,3,0.04,100,0.01,2,0,72500
140,3,0.04,100,0.005,2,0,72500
140,3,0.04,100,0.0025,10,0,72500
141,3,0.04,100,0.02,2,0,122950
141,3,0.04,100,0.01,4,0,122950
141,3,0.04,100,0.005,4,0,122900
141,3,0.04,100,0.0025,3,0,122000
142,2,0.04,100,0.02,2,0,107500
142,2,0.04,100,0.01,2,0,107500
142,2,0.04,100,0.005,3,0,107500
142,2,0.04,100,0.0025,7,0,107500
