seed,a_star,eps,vis,fr,rank,dropped,total_tries
36,1,0.05,100,0.02,1,0,54500
36,1,0.05,100,0.01,1,0,54500
36,1,0.05,100,0.005,1,0,54500
36,1,0.05,100,0.0025,3,0,54500
37,3,0.05,100,0.02,1,0,90650
37,3,0.05,100,0.01,1,0,73500
37,3,0.05,100,0.005,2,0,73550
37,3,0.05,100,0.0025,2,0,73550
38,1,0.05,100,0.02,1,0,53000
38,1,0.05,100,0.01,1,0,53000
38,1,0.05,100,0.005,1,0,53000
38,1,0.05,100,0.0025,1,0,52500
39,0,0.05,100,0.02,2,0,65900
39,0,0.05,100,0.01,5,0,65850
39,0,0.05,100,0.005,3,0,85500
39,0,0.05,100,0.0025,5,0,65850
40,3,0.05,100,0.02,1,0,35500
40,3,0.05,100,0.01,1,0,35500
40,3,0.05,100,0.005,1,0,35500
40,3,0.05,100,0.0025,1,0,35500
