seed,a_star,eps,vis,fr,rank,dropped,total_tries
19,1,0.02,100,0.005,3,0,230000
19,1,0.02,100,0.0025,3,0,233500
20,0,0.02,100,0.02,1,0,514650
20,0,0.02,100,0.01,1,0,512500
20,0,0.02,100,0.005,3,0,511350
20,0,0.02,100,0.0025,3,0,510250
21,0,0.02,100,0.02,3,0,312200
21,0,0.02,100,0.01,3,0,311350
21,0,0.02,100,0.005,3,0,311000
21,0,0.02,100,0.0025,4,0,311000
22,2,0.02,100,0.02,3,0,351850
22,2,0.02,100,0.01,6,0,350450
22,2,0.02,100,0.005,7,0,350300
22,2,0.02,100,0.0025,5,0,371500
23,3,0.02,100,0.02,3,0,365000
23,3,0.02,100,0.01,4,0,470800
23,3,0.02,100,0.005,8,0,469900
23,3,0.02,100,0.0025,8,0,469450
24,0,0.02,100,0.02,3,0,407150
24,0,0.02,100,0.01,4,0,404450
24,0,0.02,100,0.005,8,0,404000
24,0,0.02,100,0.0025,3,0,405350
25,3,0.02,100,0.02,3,0,468000
25,3,0.02,100,0.01,3,0,386350
25,3,0.02,100,0.005,3,0,385900
25,3,0.02,100,0.0025,4,0,421500
26,3,0.02,100,0.02,1,0,418950
26,3,0.02,100,0.01,1,0,417600
26,3,0.02,100,0.005,1,0,417450
26,3,0.02,100,0.0025,1,0,416700
27,2,0.02,100,0.02,1,0,354550
27,2,0.02,100,0.01,1,0,353650
27,2,0.02,100,0.005,1,0,352900
27,2,0.02,100,0.0025,6,0,352750
28,2,0.02,100,0.02,3,0,334450
28,2,0.02,100,0.01,6,0,333700
28,2,0.02,100,0.005,6,0,333350
28,2,0.02,100,0.0025,6,0,371350
29,1,0.02,100,0.02,1,0,581550
29,1,0.02,100,0.01,1,0,579800
29,1,0.02,100,0.005,1,0,579100
29,1,0.02,100,0.0025,3,0,414500
30,2,0.02,100,0.02,4,0,518850
30,2,0.02,100,0.01,4,0,517400
30,2,0.02,100,0.005,1,0,572550
30,2,0.02,100,0.0025,2,0,572550
31,1,0.02,100,0.02,3,0,322750
31,1,0.02,100,0.01,2,0,321600
31,1,0.02,100,0.005,2,0,320100
31,1,0.02,100,0.0025,3,0,319800
32,3,0.02,100,0.02,4,0,540200
32,3,0.02,100,0.01,4,0,539350
32,3,0.02,100,0.005,4,0,538950
32,3,0.02,100,0.0025,5,0,269000
33,3,0.02,100,0.02,1,0,696200
33,3,0.02,100,0.01,4,0,882600
33,3,0.02,100,0.005,4,0,881950
33,3,0.02,100,0.0025,5,0,880650
34,3,0.02,100,0.02,1,0,337950
34,3,0.02,100,0.01,1,0,337950
34,3,0.02,100,0.005,1,0,337950
34,3,0.02,100,0.0025,1,0,337450
35,2,0.02,100,0.02,1,0,374200
35,2,0.02,100,0.01,1,0,373150
35,2,0.02,100,0.005,1,0,372900
35,2,0.02,100,0.0025,2,0,373000
36,1,0.02,100,0.02,1,0,313350
36,1,0.02,100,0.01,1,0,311750
36,1,0.02,100,0.005,1,0,311700
36,1,0.02,100,0.0025,1,0,311250
37,3,0.02,100,0.02,1,0,509600
37,3,0.02,100,0.01,1,0,415000
37,3,0.02,100,0.005,2,0,415000
37,3,0.02,100,0.0025,2,0,414450
38,1,0.02,100,0.02,1,0,309700
38,1,0.02,100,0.01,1,0,309150
38,1,0.02,100,0.005,1,0,308350
38,1,0.02,100,0.0025,1,0,308250
39,0,0.02,100,0.02,1,0,366750
39,0,0.02,100,0.01,2,0,365850
39,0,0.02,100,0.005,6,0,487200
39,0,0.02,100,0.0025,2,0,365850
40,3,0.02,100,0.02,1,0,191900
40,3,0.02,100,0.01,1,0,191050
40,3,0.02,100,0.005,1,0,191100
40,3,0.02,100,0.0025,1,0,191050
