seed,a_star,eps,vis,fr,rank,dropped,total_tries
74,0,0.07,100,0.005,4,0,57000
74,0,0.07,100,0.0025,3,0,57000
75,1,0.07,100,0.02,6,0,36650
75,1,0.07,100,0.01,6,0,36500
75,1,0.07,100,0.005,7,0,36500
75,1,0.07,100,0.0025,4,0,36500
76,2,0.07,100,0.02,,1,0
76,2,0.07,100,0.01,,1,0
76,2,0.07,100,0.005,,1,0
76,2,0.07,100,0.0025,,1,0
77,2,0.07,100,0.02,2,0,26000
77,2,0.07,100,0.01,4,0,26000
77,2,0.07,100,0.005,4,0,26000
77,2,0.07,100,0.0025,4,0,26000
78,0,0.07,100,0.02,1,0,42500
78,0,0.07,100,0.01,3,0,42500
78,0,0.07,100,0.005,4,0,42500
78,0,0.07,100,0.0025,3,0,42500
79,0,0.07,100,0.02,7,0,38150
79,0,0.07,100,0.01,8,0,38150
79,0,0.07,100,0.005,6,0,37950
79,0,0.07,100,0.0025,6,0,41500
80,1,0.07,100,0.02,1,0,80000
80,1,0.07,100,0.01,1,0,80000
80,1,0.07,100,0.005,1,0,80000
80,1,0.07,100,0.0025,6,0,80000
81,3,0.07,100,0.02,2,0,49000
81,3,0.07,100,0.01,2,0,49000
81,3,0.07,100,0.005,2,0,48500
81,3,0.07,100,0.0025,2,0,48500
82,3,0.07,100,0.02,1,0,37000
82,3,0.07,100,0.01,3,0,37000
82,3,0.07,100,0.005,5,0,37000
82,3,0.07,100,0.0025,5,0,37500
83,1,0.07,100,0.02,4,0,35450
83,1,0.07,100,0.01,1,0,35500
83,1,0.07,100,0.005,10,0,24500
83,1,0.07,100,0.0025,10,0,26000
84,1,0.07,100,0.02,6,0,46000
84,1,0.07,100,0.01,6,0,46000
84,1,0.07,100,0.005,5,0,46000
84,1,0.07,100,0.0025,4,0,46000
85,1,0.07,100,0.02,2,0,39000
85,1,0.07,100,0.01,3,0,39000
85,1,0.07,100,0.005,2,0,39000
85,1,0.07,100,0.0025,4,0,39000
86,2,0.07,100,0.02,1,0,36400
86,2,0.07,100,0.01,1,0,51450
86,2,0.07,100,0.005,5,0,51450
86,2,0.07,100,0.0025,4,0,51000
87,2,0.07,100,0.02,1,0,42500
87,2,0.07,100,0.01,2,0,42500
87,2,0.07,100,0.005,1,0,42500
87,2,0.07,100,0.0025,5,0,38500
88,2,0.07,100,0.02,2,0,36000
88,2,0.07,100,0.01,8,0,36000
88,2,0.07,100,0.005,8,0,36000
88,2,0.07,100,0.0025,8,0,36000
89,0,0.07,100,0.02,3,0,33450
89,0,0.07,100,0.01,1,0,33000
89,0,0.07,100,0.005,1,0,33000
89,0,0.07,100,0.0025,2,0,33000
90,1,0.07,100,0.02,1,0,28500
90,1,0.07,100,0.01,1,0,28500
90,1,0.07,100,0.005,1,0,28500
90,1,0.07,100,0.0025,1,0,25500
91,2,0.07,100,0.02,1,0,39500
91,2,0.07,100,0.01,3,0,35500
91,2,0.07,100,0.005,3,0,35500
91,2,0.07,100,0.0025,3,0,35500
92,2,0.07,100,0.02,4,0,34500
92,2,0.07,100,0.01,7,0,35000
92,2,0.07,100,0.005,6,0,35000
92,2,0.07,100,0.0025,5,0,35000
93,0,0.07,100,0.02,5,0,26900
93,0,0.07,100,0.01,1,0,26450
93,0,0.07,100,0.005,5,0,26000
93,0,0.07,100,0.0025,2,0,26000
94,2,0.07,100,0.02,2,0,50500
94,2,0.07,100,0.01,2,0,50500
94,2,0.07,100,0.005,2,0,50500
94,2,0.07,100,0.0025,5,0,50500
95,2,0.07,100,0.02,1,0,45450
95,2,0.07,100,0.01,1,0,45000
95,2,0.07,100,0.005,2,0,45000
95,2,0.07,100,0.0025,1,0,45000
96,2,0.07,100,0.02,1,0,50500
96,2,0.07,100,0.01,1,0,50500
96,2,0.07,100,0.005,1,0,50500
96,2,0.07,100,0.0025,1,0,50500
97,0,0.07,100,0.02,1,0,35000
97,0,0.07,100,0.01,4,0,37000
97,0,0.07,100,0.005,5,0,37000
97,0,0.07,100,0.0025,5,0,37000
100,1,0.07,100,0.02,1,0,44450
100,1,0.07,100,0.01,6,0,44450
100,1,0.07,100,0.005,5,0,44000
100,1,0.07,100,0.0025,5,0,44000
101,3,0.07,100,0.02,,1,0
101,3,0.07,100,0.01,,1,0
101,3,0.07,100,0.005,,1,0
101,3,0.07,100,0.0025,,1,0
102,2,0.07,100,0.02,5,0,37450
102,2,0.07,100,0.01,5,0,37000
102,2,0.07,100,0.005,5,0,44500
102,2,0.07,100,0.0025,4,0,46000
103,0,0.07,100,0.02,3,0,38000
103,0,0.07,100,0.01,3,0,38000
103,0,0.07,100,0.005,3,0,30500
103,0,0.07,100,0.0025,10,0,30500
104,2,0.07,100,0.02,2,0,32500
104,2,0.07,100,0.01,5,0,32500
104,2,0.07,100,0.005,5,0,32500
104,2,0.07,100,0.0025,4,0,32500
105,3,0.07,100,0.02,4,0,46500
105,3,0.07,100,0.01,4,0,46500
105,3,0.07,100,0.005,1,0,65000
105,3,0.07,100,0.0025,3,0,46000
106,0,0.07,100,0.02,3,0,38000
106,0,0.07,100,0.01,5,0,38000
106,0,0.07,100,0.005,4,0,38000
106,0,0.07,100,0.0025,7,0,38000
107,0,0.07,100,0.02,3,0,39450
107,0,0.07,100,0.01,3,0,39000
107,0,0.07,100,0.005,2,0,38000
107,0,0.07,100,0.0025,3,0,38000
108,2,0.07,100,0.02,1,0,39000
108,2,0.07,100,0.01,1,0,39000
108,2,0.07,100,0.005,5,0,39000
108,2,0.07,100,0.0025,5,0,39000
109,1,0.07,100,0.02,6,0,27500
109,1,0.07,100,0.01,6,0,27500
109,1,0.07,100,0.005,3,0,36000
109,1,0.07,100,0.0025,2,0,36000
110,2,0.07,100,0.02,2,0,47000
110,2,0.07,100,0.01,6,0,47000
110,2,0.07,100,0.005,5,0,49000
110,2,0.07,100,0.0025,7,0,47000
111,3,0.07,100,0.02,3,0,43500
111,3,0.07,100,0.01,4,0,40500
111,3,0.07,100,0.005,4,0,43500
111,3,0.07,100,0.0025,4,0,43500
112,1,0.07,100,0.02,2,0,28000
112,1,0.07,100,0.01,2,0,28000
112,1,0.07,100,0.005,6,0,28000
112,1,0.07,100,0.0025,9,0,28000
113,2,0.07,100,0.02,2,0,45000
113,2,0.07,100,0.01,1,0,45000
113,2,0.07,100,0.005,5,0,45000
113,2,0.07,100,0.0025,5,0,45000
114,0,0.07,100,0.02,7,0,40500
114,0,0.07,100,0.01,7,0,40500
114,0,0.07,100,0.005,10,0,40500
114,0,0.07,100,0.0025,10,0,40500
115,3,0.07,100,0.02,1,0,32700
115,3,0.07,100,0.01,1,0,32700
115,3,0.07,100,0.005,1,0,32500
115,3,0.07,100,0.0025,1,0,32500
116,2,0.07,100,0.02,1,0,43500
116,2,0.07,100,0.01,1,0,43500
116,2,0.07,100,0.005,4,0,43500
116,2,0.07,100,0.0025,1,0,43500
117,0,0.07,100,0.02,3,0,39000
117,0,0.07,100,0.01,4,0,39000
117,0,0.07,100,0.005,3,0,39000
117,0,0.07,100,0.0025,10,0,39000
118,0,0.07,100,0.02,1,0,22950
118,0,0.07,100,0.01,,1,0
118,0,0.07,100,0.005,,1,0
118,0,0.07,100,0.0025,,1,0
119,3,0.07,100,0.02,2,0,32500
119,3,0.07,100,0.01,5,0,32500
119,3,0.07,100,0.005,8,0,32500
119,3,0.07,100,0.0025,4,0,29500
120,3,0.07,100,0.02,2,0,41500
120,3,0.07,100,0.01,1,0,41500
120,3,0.07,100,0.005,1,0,41500
120,3,0.07,100,0.0025,5,0,41500
121,3,0.07,100,0.02,1,0,41000
121,3,0.07,100,0.01,1,0,41000
121,3,0.07,100,0.005,3,0,41000
121,3,0.07,100,0.0025,3,0,41000
122,2,0.07,100,0.02,2,0,46500
122,2,0.07,100,0.01,4,0,46500
122,2,0.07,100,0.005,6,0,46500
122,2,0.07,100,0.0025,6,0,46500
123,0,0.07,100,0.02,1,0,42800
123,0,0.07,100,0.01,3,0,44000
123,0,0.07,100,0.005,1,0,44000
123,0,0.07,100,0.0025,1,0,44000
124,0,0.07,100,0.02,1,0,37700
124,0,0.07,100,0.01,4,0,35500
124,0,0.07,100,0.005,7,0,35500
124,0,0.07,100,0.0025,7,0,35500
125,1,0.07,100,0.02,5,0,24700
125,1,0.07,100,0.01,3,0,27000
125,1,0.07,100,0.005,5,0,27000
125,1,0.07,100,0.0025,9,0,25000
126,0,0.07,100,0.02,4,0,31850
126,0,0.07,100,0.01,6,0,31000
126,0,0.07,100,0.005,4,0,31000
126,0,0.07,100,0.0025,6,0,31000
127,1,0.07,100,0.02,2,0,45500
127,1,0.07,100,0.01,4,0,45500
127,1,0.07,100,0.005,3,0,45500
127,1,0.07,100,0.0025,6,0,45500
128,1,0.07,100,0.02,3,0,38000
128,1,0.07,100,0.01,1,0,36000
128,1,0.07,100,0.005,1,0,36000
128,1,0.07,100,0.0025,2,0,38000
129,1,0.07,100,0.02,1,0,61500
129,1,0.07,100,0.01,5,0,51500
129,1,0.07,100,0.005,5,0,51500
129,1,0.07,100,0.0025,5,0,51500
130,1,0.07,100,0.02,2,0,26000
130,1,0.07,100,0.01,6,0,26000
130,1,0.07,100,0.005,5,0,26000
130,1,0.07,100,0.0025,5,0,26000
131,3,0.07,100,0.02,1,0,53950
131,3,0.07,100,0.01,1,0,46000
131,3,0.07,100,0.005,3,0,57000
131,3,0.07,100,0.0025,3,0,57000
132,0,0.07,100,0.02,1,0,58000
132,0,0.07,100,0.01,1,0,58000
132,0,0.07,100,0.005,1,0,58000
132,0,0.07,100,0.0025,1,0,58000
133,3,0.07,100,0.02,2,0,31500
133,3,0.07,100,0.01,6,0,31500
133,3,0.07,100,0.005,6,0,31500
133,3,0.07,100,0.0025,6,0,31500
134,0,0.07,100,0.02,3,0,26950
134,0,0.07,100,0.01,3,0,26500
134,0,0.07,100,0.005,4,0,26500
134,0,0.07,100,0.0025,4,0,26000
135,1,0.07,100,0.02,1,0,23500
135,1,0.07,100,0.01,3,0,23500
135,1,0.07,100,0.005,8,0,23000
135,1,0.07,100,0.0025,8,0,23000
136,1,0.07,100,0.02,2,0,23500
136,1,0.07,100,0.01,2,0,23500
136,1,0.07,100,0.005,2,0,23500
136,1,0.07,100,0.0025,2,0,23500
137,1,0.07,100,0.02,6,0,40000
137,1,0.07,100,0.01,6,0,40000
137,1,0.07,100,0.005,6,0,40000
137,1,0.07,100,0.0025,6,0,40000
138,0,0.07,100,0.02,1,0,27000
138,0,0.07,100,0.01,1,0,30000
138,0,0.07,100,0.005,1,0,28500
138,0,0.07,100,0.0025,1,0,27000
139,1,0.07,100,0.02,1,0,33000
139,1,0.07,100,0.01,1,0,32500
139,1,0.07,100,0.005,2,0,32450
139,1,0.07,100,0.0025,6,0,32950
140,3,0.07,100,0.02,2,0,29000
140,3,0.07,100,0.01,2,0,29000
140,3,0.07,100,0.005,2,0,29000
140,3,0.07,100,0.0025,10,0,29000
141,3,0.07,100,0.02,2,0,47000
141,3,0.07,100,0.01,2,0,47000
141,3,0.07,100,0.005,2,0,47000
141,3,0.07,100,0.0025,2,0,47000
142,2,0.07,100,0.02,2,0,43000
142,2,0.07,100,0.01,2,0,43000
142,2,0.07,100,0.005,3,0,43000
142,2,0.07,100,0.0025,6,0,43000
