seed,a_star,eps,vis,fr,rank,dropped,total_tries
19,1,0.04,100,0.005,2,0,61500
19,1,0.04,100,0.0025,3,0,62450
20,0,0.04,100,0.02,1,0,136700
20,0,0.04,100,0.01,1,0,135450
20,0,0.04,100,0.005,1,0,135000
20,0,0.04,100,0.0025,2,0,135000
21,0,0.04,100,0.02,3,0,81350
21,0,0.04,100,0.01,3,0,81000
21,0,0.04,100,0.005,4,0,81000
21,0,0.04,100,0.0025,4,0,81000
22,2,0.04,100,0.02,2,0,92000
22,2,0.04,100,0.01,6,0,92000
22,2,0.04,100,0.005,7,0,92000
22,2,0.04,100,0.0025,5,0,97000
23,3,0.04,100,0.02,3,0,96450
23,3,0.04,100,0.01,4,0,123900
23,3,0.04,100,0.005,8,0,123850
23,3,0.04,100,0.0025,8,0,123450
24,0,0.04,100,0.02,3,0,107400
24,0,0.04,100,0.01,6,0,106500
24,0,0.04,100,0.005,10,0,106500
24,0,0.04,100,0.0025,3,0,106500
25,3,0.04,100,0.02,3,0,125850
25,3,0.04,100,0.01,3,0,105000
25,3,0.04,100,0.005,3,0,105000
25,3,0.04,100,0.0025,2,0,114500
26,3,0.04,100,0.02,1,0,110050
26,3,0.04,100,0.01,1,0,109800
26,3,0.04,100,0.005,1,0,109750
26,3,0.04,100,0.0025,1,0,109750
27,2,0.04,100,0.02,1,0,93750
27,2,0.04,100,0.01,1,0,93750
27,2,0.04,100,0.005,1,0,93500
27,2,0.04,100,0.0025,4,0,93500
28,2,0.04,100,0.02,3,0,88800
28,2,0.04,100,0.01,6,0,88800
28,2,0.04,100,0.005,6,0,88450
28,2,0.04,100,0.0025,7,0,98500
29,1,0.04,100,0.02,1,0,154050
29,1,0.04,100,0.01,1,0,154050
29,1,0.04,100,0.005,1,0,154000
29,1,0.04,100,0.0025,3,0,111500
30,2,0.04,100,0.02,3,0,134450
30,2,0.04,100,0.01,3,0,134450
30,2,0.04,100,0.005,1,0,147250
30,2,0.04,100,0.0025,2,0,147000
31,1,0.04,100,0.02,3,0,87750
31,1,0.04,100,0.01,3,0,86850
31,1,0.04,100,0.005,2,0,86550
31,1,0.04,100,0.0025,4,0,86500
32,3,0.04,100,0.02,3,0,141050
32,3,0.04,100,0.01,3,0,141050
32,3,0.04,100,0.005,3,0,140800
32,3,0.04,100,0.0025,5,0,71000
33,3,0.04,100,0.02,1,0,184450
33,3,0.04,100,0.01,8,0,233000
33,3,0.04,100,0.005,6,0,232950
33,3,0.04,100,0.0025,5,0,232500
34,3,0.04,100,0.02,1,0,87800
34,3,0.04,100,0.01,1,0,87500
34,3,0.04,100,0.005,1,0,87500
34,3,0.04,100,0.0025,1,0,87500
35,2,0.04,100,0.02,2,0,98450
35,2,0.04,100,0.01,2,0,97750
35,2,0.04,100,0.005,2,0,97750
35,2,0.04,100,0.0025,4,0,98500
36,1,0.04,100,0.02,1,0,84350
36,1,0.04,100,0.01,1,0,84000
36,1,0.04,100,0.005,1,0,84000
36,1,0.04,100,0.0025,3,0,84000
37,3,0.04,100,0.02,1,0,135650
37,3,0.04,100,0.01,1,0,110400
37,3,0.04,100,0.005,2,0,110400
37,3,0.04,100,0.0025,2,0,110450
38,1,0.04,100,0.02,1,0,79900
38,1,0.04,100,0.01,1,0,79900
38,1,0.04,100,0.005,1,0,79500
38,1,0.04,100,0.0025,1,0,80000
39,0,0.04,100,0.02,1,0,96850
39,0,0.04,100,0.01,3,0,96900
39,0,0.04,100,0.005,2,0,127750
39,0,0.04,100,0.0025,2,0,96000
40,3,0.04,100,0.02,1,0,52550
40,3,0.04,100,0.01,1,0,52500
40,3,0.04,100,0.005,1,0,52500
40,3,0.04,100,0.0025,1,0,52500
