seed,a_star,eps,vis,fr,rank,dropped,total_tries
18,2,0.03,100,0.01,4,0,230400
18,2,0.03,100,0.005,4,0,230000
18,2,0.03,100,0.0025,4,0,229950
19,1,0.03,100,0.02,1,0,104650
19,1,0.03,100,0.01,3,0,104450
19,1,0.03,100,0.005,3,0,104450
19,1,0.03,100,0.0025,4,0,105950
20,0,0.03,100,0.02,2,0,233450
20,0,0.03,100,0.01,1,0,232400
20,0,0.03,100,0.005,1,0,231900
20,0,0.03,100,0.0025,1,0,231500
21,0,0.03,100,0.02,3,0,141800
21,0,0.03,100,0.01,6,0,141300
21,0,0.03,100,0.005,3,0,140950
21,0,0.03,100,0.0025,3,0,140950
22,2,0.03,100,0.02,1,0,160750
22,2,0.03,100,0.01,6,0,160500
22,2,0.03,100,0.005,6,0,160500
22,2,0.03,100,0.0025,5,0,169500
23,3,0.03,100,0.02,3,0,165800
23,3,0.03,100,0.01,4,0,214200
23,3,0.03,100,0.005,8,0,213800
23,3,0.03,100,0.0025,8,0,213900
24,0,0.03,100,0.02,3,0,186250
24,0,0.03,100,0.01,4,0,185000
24,0,0.03,100,0.005,10,0,185000
24,0,0.03,100,0.0025,3,0,185450
25,3,0.03,100,0.02,3,0,215250
25,3,0.03,100,0.01,3,0,178350
25,3,0.03,100,0.005,3,0,177450
25,3,0.03,100,0.0025,3,0,193450
26,3,0.03,100,0.02,1,0,189700
26,3,0.03,100,0.01,1,0,189250
26,3,0.03,100,0.005,1,0,189250
26,3,0.03,100,0.0025,1,0,189000
27,2,0.03,100,0.02,2,0,160600
27,2,0.03,100,0.01,1,0,159750
27,2,0.03,100,0.005,1,0,159300
27,2,0.03,100,0.0025,5,0,159300
28,2,0.03,100,0.02,3,0,151500
28,2,0.03,100,0.01,6,0,151500
28,2,0.03,100,0.005,6,0,151500
28,2,0.03,100,0.0025,8,0,169500
29,1,0.03,100,0.02,1,0,264200
29,1,0.03,100,0.01,1,0,263650
29,1,0.03,100,0.005,1,0,263000
29,1,0.03,100,0.0025,3,0,190000
30,2,0.03,100,0.02,3,0,233400
30,2,0.03,100,0.01,3,0,233000
30,2,0.03,100,0.005,1,0,257250
30,2,0.03,100,0.0025,2,0,257000
31,1,0.03,100,0.02,2,0,146900
31,1,0.03,100,0.01,2,0,145450
31,1,0.03,100,0.005,2,0,145500
31,1,0.03,100,0.0025,4,0,145500
32,3,0.03,100,0.02,3,0,242450
32,3,0.03,100,0.01,4,0,241900
32,3,0.03,100,0.005,4,0,242050
32,3,0.03,100,0.0025,5,0,121000
33,3,0.03,100,0.02,1,0,313550
33,3,0.03,100,0.01,5,0,397200
33,3,0.03,100,0.005,6,0,397050
33,3,0.03,100,0.0025,5,0,397000
34,3,0.03,100,0.02,1,0,153850
34,3,0.03,100,0.01,1,0,154000
34,3,0.03,100,0.005,1,0,154000
34,3,0.03,100,0.0025,1,0,154000
35,2,0.03,100,0.02,1,0,170900
35,2,0.03,100,0.01,1,0,170150
35,2,0.03,100,0.005,1,0,170150
35,2,0.03,100,0.0025,4,0,170900
36,1,0.03,100,0.02,1,0,143050
36,1,0.03,100,0.01,1,0,142000
36,1,0.03,100,0.005,1,0,142000
36,1,0.03,100,0.0025,1,0,142000
37,3,0.03,100,0.02,1,0,231650
37,3,0.03,100,0.01,1,0,189450
37,3,0.03,100,0.005,2,0,189400
37,3,0.03,100,0.0025,2,0,189000
38,1,0.03,100,0.02,1,0,140850
38,1,0.03,100,0.01,1,0,140850
38,1,0.03,100,0.005,4,0,140800
38,1,0.03,100,0.0025,1,0,140450
39,0,0.03,100,0.02,1,0,167300
39,0,0.03,100,0.01,2,0,167300
39,0,0.03,100,0.005,3,0,220600
39,0,0.03,100,0.0025,2,0,166500
40,3,0.03,100,0.02,1,0,88150
40,3,0.03,100,0.01,1,0,87650
40,3,0.03,100,0.005,1,0,88000
40,3,0.03,100,0.0025,1,0,88000
