seed,a_star,eps,vis,fr,rank,dropped,total_tries
108,2,0.1,100,0.01,1,0,33000
108,2,0.1,100,0.005,5,0,33000
108,2,0.1,100,0.0025,5,0,33000
109,1,0.1,100,0.02,6,0,22500
109,1,0.1,100,0.01,6,0,22500
109,1,0.1,100,0.005,3,0,30000
109,1,0.1,100,0.0025,2,0,30000
110,2,0.1,100,0.02,2,0,40500
110,2,0.1,100,0.01,6,0,40500
110,2,0.1,100,0.005,5,0,42000
110,2,0.1,100,0.0025,7,0,40500
111,3,0.1,100,0.02,3,0,36000
111,3,0.1,100,0.01,4,0,33000
111,3,0.1,100,0.005,4,0,36000
111,3,0.1,100,0.0025,4,0,36000
112,1,0.1,100,0.02,2,0,22500
112,1,0.1,100,0.01,2,0,22500
112,1,0.1,100,0.005,6,0,22500
112,1,0.1,100,0.0025,9,0,22500
113,2,0.1,100,0.02,2,0,36000
113,2,0.1,100,0.01,1,0,36000
113,2,0.1,100,0.005,5,0,36000
113,2,0.1,100,0.0025,5,0,36000
114,0,0.1,100,0.02,7,0,34500
114,0,0.1,100,0.01,7,0,34500
114,0,0.1,100,0.005,10,0,34500
114,0,0.1,100,0.0025,10,0,34500
115,3,0.1,100,0.02,1,0,27000
115,3,0.1,100,0.01,1,0,27000
115,3,0.1,100,0.005,1,0,27000
115,3,0.1,100,0.0025,1,0,27000
116,2,0.1,100,0.02,1,0,37500
116,2,0.1,100,0.01,1,0,37500
116,2,0.1,100,0.005,4,0,37500
116,2,0.1,100,0.0025,1,0,37500
117,0,0.1,100,0.02,3,0,33000
117,0,0.1,100,0.01,4,0,33000
117,0,0.1,100,0.005,3,0,33000
117,0,0.1,100,0.0025,10,0,33000
118,0,0.1,100,0.02,1,0,19500
118,0,0.1,100,0.01,,1,0
118,0,0.1,100,0.005,,1,0
118,0,0.1,100,0.0025,,1,0
119,3,0.1,100,0.02,2,0,28500
119,3,0.1,100,0.01,5,0,28500
119,3,0.1,100,0.005,8,0,28500
119,3,0.1,100,0.0025,4,0,25500
120,3,0.1,100,0.02,2,0,33000
120,3,0.1,100,0.01,1,0,33000
120,3,0.1,100,0.005,1,0,33000
120,3,0.1,100,0.0025,5,0,33000
121,3,0.1,100,0.02,1,0,34500
121,3,0.1,100,0.01,1,0,34500
121,3,0.1,100,0.005,3,0,34500
121,3,0.1,100,0.0025,3,0,34500
122,2,0.1,100,0.02,2,0,40500
122,2,0.1,100,0.01,4,0,40500
122,2,0.1,100,0.005,6,0,40500
122,2,0.1,100,0.0025,6,0,40500
123,0,0.1,100,0.02,1,0,36000
123,0,0.1,100,0.01,3,0,37500
123,0,0.1,100,0.005,1,0,37500
123,0,0.1,100,0.0025,1,0,37500
124,0,0.1,100,0.02,1,0,31500
124,0,0.1,100,0.01,4,0,30000
124,0,0.1,100,0.005,7,0,30000
124,0,0.1,100,0.0025,7,0,30000
125,1,0.1,100,0.02,6,0,22500
125,1,0.1,100,0.01,3,0,24000
125,1,0.1,100,0.005,5,0,24000
125,1,0.1,100,0.0025,9,0,22500
126,0,0.1,100,0.02,6,0,27000
126,0,0.1,100,0.01,6,0,27000
126,0,0.1,100,0.005,4,0,27000
126,0,0.1,100,0.0025,6,0,27000
127,1,0.1,100,0.02,2,0,39000
127,1,0.1,100,0.01,4,0,39000
127,1,0.1,100,0.005,3,0,39000
127,1,0.1,100,0.0025,6,0,39000
128,1,0.1,100,0.02,2,0,31500
128,1,0.1,100,0.01,1,0,30000
128,1,0.1,100,0.005,1,0,30000
128,1,0.1,100,0.0025,2,0,31500
129,1,0.1,100,0.02,1,0,52500
129,1,0.1,100,0.01,5,0,43500
129,1,0.1,100,0.005,4,0,43500
129,1,0.1,100,0.0025,4,0,43500
130,1,0.1,100,0.02,2,0,21000
130,1,0.1,100,0.01,6,0,21000
130,1,0.1,100,0.005,5,0,21000
130,1,0.1,100,0.0025,5,0,21000
131,3,0.1,100,0.02,1,0,48000
131,3,0.1,100,0.01,1,0,40500
131,3,0.1,100,0.005,3,0,49500
131,3,0.1,100,0.0025,3,0,49500
132,0,0.1,100,0.02,1,0,49500
132,0,0.1,100,0.01,1,0,49500
132,0,0.1,100,0.005,1,0,49500
132,0,0.1,100,0.0025,1,0,49500
133,3,0.1,100,0.02,2,0,25500
133,3,0.1,100,0.01,6,0,25500
133,3,0.1,100,0.005,6,0,25500
133,3,0.1,100,0.0025,6,0,25500
134,0,0.1,100,0.02,3,0,21000
134,0,0.1,100,0.01,3,0,21000
134,0,0.1,100,0.005,4,0,21000
134,0,0.1,100,0.0025,4,0,21000
135,1,0.1,100,0.02,1,0,19500
