class,seed,a_star,eps,vis,fr,rank,dropped
4,106,1,0.035,50,0.1,3,0
4,106,1,0.035,50,0.05,6,0
4,106,1,0.035,50,0.02,5,0
4,106,1,0.035,80,0.3,4,0
4,106,1,0.035,80,0.2,4,0
4,106,1,0.035,80,0.1,1,0
4,106,1,0.035,80,0.05,6,0
4,106,1,0.035,80,0.02,3,0
4,106,1,0.07,50,0.3,4,0
4,106,1,0.07,50,0.2,3,0
4,106,1,0.07,50,0.1,3,0
4,106,1,0.07,50,0.05,6,0
4,106,1,0.07,50,0.02,6,0
4,106,1,0.07,80,0.3,4,0
4,106,1,0.07,80,0.2,4,0
4,106,1,0.07,80,0.1,1,0
4,106,1,0.07,80,0.05,5,0
4,106,1,0.07,80,0.02,3,0
4,106,1,0.1,50,0.3,4,0
4,106,1,0.1,50,0.2,3,0
4,106,1,0.1,50,0.1,3,0
4,106,1,0.1,50,0.05,6,0
4,106,1,0.1,50,0.02,6,0
4,106,1,0.1,80,0.3,4,0
4,106,1,0.1,80,0.2,4,0
4,106,1,0.1,80,0.1,1,0
4,106,1,0.1,80,0.05,6,0
4,106,1,0.1,80,0.02,3,0
4,107,1,0.035,50,0.3,6,0
4,107,1,0.035,50,0.2,7,0
4,107,1,0.035,50,0.1,7,0
4,107,1,0.035,50,0.05,8,0
4,107,1,0.035,50,0.02,7,0
4,107,1,0.035,80,0.3,2,0
4,107,1,0.035,80,0.2,4,0
4,107,1,0.035,80,0.1,8,0
4,107,1,0.035,80,0.05,7,0
4,107,1,0.035,80,0.02,8,0
4,107,1,0.07,50,0.3,6,0
4,107,1,0.07,50,0.2,6,0
4,107,1,0.07,50,0.1,7,0
4,107,1,0.07,50,0.05,7,0
4,107,1,0.07,50,0.02,6,0
4,107,1,0.07,80,0.3,2,0
4,107,1,0.07,80,0.2,4,0
4,107,1,0.07,80,0.1,6,0
4,107,1,0.07,80,0.05,6,0
4,107,1,0.07,80,0.02,7,0
4,107,1,0.1,50,0.3,6,0
4,107,1,0.1,50,0.2,6,0
4,107,1,0.1,50,0.1,7,0
4,107,1,0.1,50,0.05,7,0
4,107,1,0.1,50,0.02,6,0
4,107,1,0.1,80,0.3,2,0
4,107,1,0.1,80,0.2,4,0
4,107,1,0.1,80,0.1,6,0
4,107,1,0.1,80,0.05,6,0
4,107,1,0.1,80,0.02,8,0
4,108,3,0.035,50,0.3,1,0
4,108,3,0.035,50,0.2,1,0
4,108,3,0.035,50,0.1,5,0
4,108,3,0.035,50,0.05,4,0
4,108,3,0.035,50,0.02,6,0
4,108,3,0.035,80,0.3,1,0
4,108,3,0.035,80,0.2,1,0
4,108,3,0.035,80,0.1,3,0
4,108,3,0.035,80,0.05,3,0
4,108,3,0.035,80,0.02,5,0
4,108,3,0.07,50,0.3,1,0
4,108,3,0.07,50,0.2,1,0
4,108,3,0.07,50,0.1,5,0
4,108,3,0.07,50,0.05,4,0
4,108,3,0.07,50,0.02,6,0
4,108,3,0.07,80,0.3,2,0
4,108,3,0.07,80,0.2,1,0
4,108,3,0.07,80,0.1,3,0
4,108,3,0.07,80,0.05,3,0
4,108,3,0.07,80,0.02,5,0
4,108,3,0.1,50,0.3,2,0
4,108,3,0.1,50,0.2,1,0
4,108,3,0.1,50,0.1,5,0
4,108,3,0.1,50,0.05,4,0
4,108,3,0.1,50,0.02,6,0
4,108,3,0.1,80,0.3,1,0
4,108,3,0.1,80,0.2,1,0
4,108,3,0.1,80,0.1,3,0
4,108,3,0.1,80,0.05,3,0
4,108,3,0.1,80,0.02,5,0
4,109,0,0.035,50,0.3,2,0
4,109,0,0.035,50,0.2,5,0
4,109,0,0.035,50,0.1,4,0
4,109,0,0.035,50,0.05,5,0
4,109,0,0.035,50,0.02,4,0
4,109,0,0.035,80,0.3,1,0
4,109,0,0.035,80,0.2,4,0
4,109,0,0.035,80,0.1,1,0
4,109,0,0.035,80,0.05,2,0
4,109,0,0.035,80,0.02,1,0
4,109,0,0.07,50,0.3,2,0
4,109,0,0.07,50,0.2,6,0
4,109,0,0.07,50,0.1,5,0
4,109,0,0.07,50,0.05,6,0
4,109,0,0.07,50,0.02,7,0
4,109,0,0.07,80,0.3,1,0
4,109,0,0.07,80,0.2,3,0
4,109,0,0.07,80,0.1,1,0
4,109,0,0.07,80,0.05,3,0
4,109,0,0.07,80,0.02,4,0
4,109,0,0.1,50,0.3,2,0
4,109,0,0.1,50,0.2,6,0
4,109,0,0.1,50,0.1,5,0
4,109,0,0.1,50,0.05,6,0
4,109,0,0.1,50,0.02,7,0
4,109,0,0.1,80,0.3,1,0
4,109,0,0.1,80,0.2,3,0
4,109,0,0.1,80,0.1,1,0
4,109,0,0.1,80,0.05,2,0
4,109,0,0.1,80,0.02,4,0
4,110,0,0.035,50,0.3,5,0
4,110,0,0.035,50,0.2,3,0
4,110,0,0.035,50,0.1,1,0
4,110,0,0.035,50,0.05,2,0
4,110,0,0.035,50,0.02,7,0
4,110,0,0.035,80,0.3,4,0
4,110,0,0.035,80,0.2,2,0
4,110,0,0.035,80,0.1,1,0
4,110,0,0.035,80,0.05,2,0
4,110,0,0.035,80,0.02,3,0
4,110,0,0.07,50,0.3,6,0
4,110,0,0.07,50,0.2,3,0
4,110,0,0.07,50,0.1,1,0
4,110,0,0.07,50,0.05,2,0
4,110,0,0.07,50,0.02,6,0
4,110,0,0.07,80,0.3,5,0
4,110,0,0.07,80,0.2,2,0
4,110,0,0.07,80,0.1,1,0
4,110,0,0.07,80,0.05,2,0
4,110,0,0.07,80,0.02,3,0
4,110,0,0.1,50,0.3,5,0
4,110,0,0.1,50,0.2,3,0
4,110,0,0.1,50,0.1,1,0
4,110,0,0.1,50,0.05,2,0
4,110,0,0.1,50,0.02,6,0
4,110,0,0.1,80,0.3,5,0
4,110,0,0.1,80,0.2,2,0
4,110,0,0.1,80,0.1,1,0
4,110,0,0.1,80,0.05,2,0
4,110,0,0.1,80,0.02,3,0
4,111,5,0.035,50,0.3,4,0
4,111,5,0.035,50,0.2,4,0
4,111,5,0.035,50,0.1,4,0
4,111,5,0.035,50,0.05,4,0
4,111,5,0.035,50,0.02,5,0
4,111,5,0.035,80,0.3,4,0
4,111,5,0.035,80,0.2,4,0
4,111,5,0.035,80,0.1,2,0
4,111,5,0.035,80,0.05,2,0
4,111,5,0.035,80,0.02,2,0
4,111,5,0.07,50,0.3,3,0
4,111,5,0.07,50,0.2,3,0
4,111,5,0.07,50,0.1,5,0
4,111,5,0.07,50,0.05,5,0
4,111,5,0.07,50,0.02,5,0
4,111,5,0.07,80,0.3,4,0
4,111,5,0.07,80,0.2,4,0
4,111,5,0.07,80,0.1,2,0
4,111,5,0.07,80,0.05,2,0
4,111,5,0.07,80,0.02,2,0
4,111,5,0.1,50,0.3,3,0
4,111,5,0.1,50,0.2,3,0
4,111,5,0.1,50,0.1,5,0
4,111,5,0.1,50,0.05,5,0
4,111,5,0.1,50,0.02,5,0
4,111,5,0.1,80,0.3,4,0
4,111,5,0.1,80,0.2,4,0
4,111,5,0.1,80,0.1,2,0
4,111,5,0.1,80,0.05,2,0
4,111,5,0.1,80,0.02,2,0
4,112,5,0.035,50,0.3,6,0
4,112,5,0.035,50,0.2,6,0
4,112,5,0.035,50,0.1,7,0
4,112,5,0.035,50,0.05,7,0
4,112,5,0.035,50,0.02,7,0
4,112,5,0.035,80,0.3,3,0
4,112,5,0.035,80,0.2,6,0
4,112,5,0.035,80,0.1,7,0
4,112,5,0.035,80,0.05,3,0
4,112,5,0.035,80,0.02,3,0
4,112,5,0.07,50,0.3,3,0
4,112,5,0.07,50,0.2,6,0
4,112,5,0.07,50,0.1,6,0
4,112,5,0.07,50,0.05,7,0
4,112,5,0.07,50,0.02,7,0
4,112,5,0.07,80,0.3,3,0
4,112,5,0.07,80,0.2,6,0
4,112,5,0.07,80,0.1,6,0
4,112,5,0.07,80,0.05,3,0
4,112,5,0.07,80,0.02,3,0
4,112,5,0.1,50,0.3,3,0
4,112,5,0.1,50,0.2,6,0
4,112,5,0.1,50,0.1,6,0
4,112,5,0.1,50,0.05,7,0
4,112,5,0.1,50,0.02,7,0
4,112,5,0.1,80,0.3,3,0
4,112,5,0.1,80,0.2,6,0
4,112,5,0.1,80,0.1,6,0
4,112,5,0.1,80,0.05,3,0
4,112,5,0.1,80,0.02,3,0
2,11,1,0.035,50,0.3,2,0
2,11,1,0.035,50,0.2,3,0
2,11,1,0.035,50,0.1,2,0
2,11,1,0.035,50,0.05,2,0
2,11,1,0.035,50,0.02,2,0
2,11,1,0.035,80,0.3,2,0
2,11,1,0.035,80,0.2,3,0
2,11,1,0.035,80,0.1,3,0
2,11,1,0.035,80,0.05,3,0
2,11,1,0.035,80,0.02,3,0
2,11,1,0.07,50,0.3,2,0
2,11,1,0.07,50,0.2,2,0
2,11,1,0.07,50,0.1,2,0
2,11,1,0.07,50,0.05,2,0
2,11,1,0.07,50,0.02,2,0
2,11,1,0.07,80,0.3,2,0
2,11,1,0.07,80,0.2,2,0
2,11,1,0.07,80,0.1,2,0
2,11,1,0.07,80,0.05,2,0
2,11,1,0.07,80,0.02,3,0
2,11,1,0.1,50,0.3,2,0
2,11,1,0.1,50,0.2,2,0
2,11,1,0.1,50,0.1,2,0
2,11,1,0.1,50,0.05,2,0
2,11,1,0.1,50,0.02,2,0
2,11,1,0.1,80,0.3,2,0
2,11,1,0.1,80,0.2,2,0
2,11,1,0.1,80,0.1,2,0
2,11,1,0.1,80,0.05,2,0
2,11,1,0.1,80,0.02,3,0
2,12,1,0.035,50,0.3,6,0
2,12,1,0.035,50,0.2,5,0
2,12,1,0.035,50,0.1,3,0
2,12,1,0.035,50,0.05,2,0
2,12,1,0.035,50,0.02,4,0
2,12,1,0.035,80,0.3,6,0
2,12,1,0.035,80,0.2,4,0
2,12,1,0.035,80,0.1,4,0
2,12,1,0.035,80,0.05,3,0
2,12,1,0.035,80,0.02,3,0
2,12,1,0.07,50,0.3,6,0
2,12,1,0.07,50,0.2,5,0
2,12,1,0.07,50,0.1,3,0
2,12,1,0.07,50,0.05,3,0
2,12,1,0.07,50,0.02,4,0
2,12,1,0.07,80,0.3,6,0
2,12,1,0.07,80,0.2,3,0
2,12,1,0.07,80,0.1,4,0
2,12,1,0.07,80,0.05,4,0
2,12,1,0.07,80,0.02,3,0
2,12,1,0.1,50,0.3,6,0
2,12,1,0.1,50,0.2,5,0
2,12,1,0.1,50,0.1,3,0
2,12,1,0.1,50,0.05,3,0
2,12,1,0.1,50,0.02,4,0
2,12,1,0.1,80,0.3,6,0
2,12,1,0.1,80,0.2,3,0
2,12,1,0.1,80,0.1,4,0
2,12,1,0.1,80,0.05,3,0
2,12,1,0.1,80,0.02,2,0
2,13,3,0.035,50,0.3,7,0
2,13,3,0.035,50,0.2,3,0
2,13,3,0.035,50,0.1,10,0
2,13,3,0.035,50,0.05,2,0
2,13,3,0.035,50,0.02,3,0
2,13,3,0.035,80,0.3,6,0
2,13,3,0.035,80,0.2,3,0
2,13,3,0.035,80,0.1,4,0
2,13,3,0.035,80,0.05,3,0
2,13,3,0.035,80,0.02,3,0
2,13,3,0.07,50,0.3,6,0
2,13,3,0.07,50,0.2,3,0
2,13,3,0.07,50,0.1,8,0
2,13,3,0.07,50,0.05,2,0
2,13,3,0.07,50,0.02,2,0
2,13,3,0.07,80,0.3,6,0
2,13,3,0.07,80,0.2,3,0
2,13,3,0.07,80,0.1,4,0
2,13,3,0.07,80,0.05,3,0
2,13,3,0.07,80,0.02,2,0
2,13,3,0.1,50,0.3,6,0
2,13,3,0.1,50,0.2,3,0
2,13,3,0.1,50,0.1,8,0
2,13,3,0.1,50,0.05,2,0
2,13,3,0.1,50,0.02,2,0
2,13,3,0.1,80,0.3,6,0
2,13,3,0.1,80,0.2,3,0
2,13,3,0.1,80,0.1,4,0
2,13,3,0.1,80,0.05,3,0
2,13,3,0.1,80,0.02,2,0
2,14,0,0.035,50,0.3,1,0
2,14,0,0.035,50,0.2,6,0
2,14,0,0.035,50,0.1,6,0
2,14,0,0.035,50,0.05,5,0
2,14,0,0.035,50,0.02,4,0
2,14,0,0.035,80,0.3,2,0
2,14,0,0.035,80,0.2,5,0
2,14,0,0.035,80,0.1,5,0
2,14,0,0.035,80,0.05,4,0
2,14,0,0.035,80,0.02,1,0
2,14,0,0.07,50,0.3,2,0
2,14,0,0.07,50,0.2,6,0
2,14,0,0.07,50,0.1,6,0
2,14,0,0.07,50,0.05,5,0
2,14,0,0.07,50,0.02,4,0
2,14,0,0.07,80,0.3,2,0
2,14,0,0.07,80,0.2,5,0
2,14,0,0.07,80,0.1,5,0
2,14,0,0.07,80,0.05,4,0
2,14,0,0.07,80,0.02,1,0
2,14,0,0.1,50,0.3,2,0
2,14,0,0.1,50,0.2,6,0
2,14,0,0.1,50,0.1,6,0
2,14,0,0.1,50,0.05,5,0
2,14,0,0.1,50,0.02,4,0
2,14,0,0.1,80,0.3,2,0
2,14,0,0.1,80,0.2,5,0
2,14,0,0.1,80,0.1,5,0
2,14,0,0.1,80,0.05,4,0
2,14,0,0.1,80,0.02,1,0
2,15,1,0.035,50,0.3,5,0
2,15,1,0.035,50,0.2,4,0
2,15,1,0.035,50,0.1,8,0
2,15,1,0.035,50,0.05,10,0
2,15,1,0.035,50,0.02,10,0
2,15,1,0.035,80,0.3,4,0
2,15,1,0.035,80,0.2,4,0
2,15,1,0.035,80,0.1,4,0
2,15,1,0.035,80,0.05,6,0
2,15,1,0.035,80,0.02,6,0
2,15,1,0.07,50,0.3,5,0
2,15,1,0.07,50,0.2,4,0
2,15,1,0.07,50,0.1,8,0
2,15,1,0.07,50,0.05,10,0
2,15,1,0.07,50,0.02,10,0
2,15,1,0.07,80,0.3,4,0
2,15,1,0.07,80,0.2,3,0
2,15,1,0.07,80,0.1,4,0
2,15,1,0.07,80,0.05,7,0
2,15,1,0.07,80,0.02,7,0
2,15,1,0.1,50,0.3,5,0
2,15,1,0.1,50,0.2,4,0
2,15,1,0.1,50,0.1,8,0
2,15,1,0.1,50,0.05,10,0
2,15,1,0.1,50,0.02,10,0
2,15,1,0.1,80,0.3,4,0
2,15,1,0.1,80,0.2,7,0
2,15,1,0.1,80,0.1,4,0
2,15,1,0.1,80,0.05,8,0
2,15,1,0.1,80,0.02,8,0
2,16,3,0.035,50,0.3,6,0
2,16,3,0.035,50,0.2,2,0
2,16,3,0.035,50,0.1,4,0
2,16,3,0.035,50,0.05,4,0
2,16,3,0.035,50,0.02,4,0
2,16,3,0.035,80,0.3,2,0
2,16,3,0.035,80,0.2,3,0
2,16,3,0.035,80,0.1,1,0
2,16,3,0.035,80,0.05,1,0
2,16,3,0.035,80,0.02,1,0
2,16,3,0.07,50,0.3,5,0
2,16,3,0.07,50,0.2,2,0
2,16,3,0.07,50,0.1,4,0
2,16,3,0.07,50,0.05,5,0
2,16,3,0.07,50,0.02,4,0
2,16,3,0.07,80,0.3,1,0
2,16,3,0.07,80,0.2,3,0
2,16,3,0.07,80,0.1,1,0
2,16,3,0.07,80,0.05,1,0
2,16,3,0.07,80,0.02,1,0
2,16,3,0.1,50,0.3,5,0
2,16,3,0.1,50,0.2,2,0
2,16,3,0.1,50,0.1,4,0
2,16,3,0.1,50,0.05,5,0
2,16,3,0.1,50,0.02,4,0
2,16,3,0.1,80,0.3,2,0
2,16,3,0.1,80,0.2,3,0
2,16,3,0.1,80,0.1,1,0
2,16,3,0.1,80,0.05,1,0
2,16,3,0.1,80,0.02,1,0
2,17,3,0.035,50,0.3,1,0
2,17,3,0.035,50,0.2,2,0
2,17,3,0.035,50,0.1,3,0
2,17,3,0.035,50,0.05,2,0
2,17,3,0.035,50,0.02,3,0
2,17,3,0.035,80,0.3,2,0
2,17,3,0.035,80,0.2,2,0
2,17,3,0.035,80,0.1,2,0
2,17,3,0.035,80,0.05,3,0
2,17,3,0.035,80,0.02,1,0
2,17,3,0.07,50,0.3,1,0
2,17,3,0.07,50,0.2,1,0
2,17,3,0.07,50,0.1,6,0
2,17,3,0.07,50,0.05,2,0
2,17,3,0.07,50,0.02,7,0
2,17,3,0.07,80,0.3,2,0
2,17,3,0.07,80,0.2,2,0
2,17,3,0.07,80,0.1,1,0
2,17,3,0.07,80,0.05,2,0
2,17,3,0.07,80,0.02,1,0
2,17,3,0.1,50,0.3,1,0
2,17,3,0.1,50,0.2,1,0
2,17,3,0.1,50,0.1,6,0
2,17,3,0.1,50,0.05,2,0
2,17,3,0.1,50,0.02,7,0
2,17,3,0.1,80,0.3,2,0
2,17,3,0.1,80,0.2,2,0
2,17,3,0.1,80,0.1,1,0
2,17,3,0.1,80,0.05,2,0
2,17,3,0.1,80,0.02,1,0
2,18,2,0.035,50,0.3,8,0
2,18,2,0.035,50,0.2,8,0
2,18,2,0.035,50,0.1,4,0
2,18,2,0.035,50,0.05,7,0
2,18,2,0.035,50,0.02,7,0
2,18,2,0.035,80,0.3,5,0
2,18,2,0.035,80,0.2,5,0
2,18,2,0.035,80,0.1,8,0
2,18,2,0.035,80,0.05,4,0
2,18,2,0.035,80,0.02,4,0
2,18,2,0.07,50,0.3,8,0
2,18,2,0.07,50,0.2,8,0
2,18,2,0.07,50,0.1,4,0
2,18,2,0.07,50,0.05,6,0
2,18,2,0.07,50,0.02,6,0
2,18,2,0.07,80,0.3,4,0
2,18,2,0.07,80,0.2,4,0
2,18,2,0.07,80,0.1,8,0
2,18,2,0.07,80,0.05,4,0
2,18,2,0.07,80,0.02,4,0
2,18,2,0.1,50,0.3,8,0
2,18,2,0.1,50,0.2,6,0
2,18,2,0.1,50,0.1,4,0
2,18,2,0.1,50,0.05,8,0
2,18,2,0.1,50,0.02,8,0
2,18,2,0.1,80,0.3,4,0
2,18,2,0.1,80,0.2,4,0
2,18,2,0.1,80,0.1,8,0
2,18,2,0.1,80,0.05,4,0
2,18,2,0.1,80,0.02,4,0
2,19,1,0.035,50,0.3,1,0
2,19,1,0.035,50,0.2,1,0
2,19,1,0.035,50,0.1,1,0
2,19,1,0.035,50,0.05,1,0
2,19,1,0.035,50,0.02,3,0
2,19,1,0.035,80,0.3,1,0
2,19,1,0.035,80,0.2,1,0
2,19,1,0.035,80,0.1,1,0
2,19,1,0.035,80,0.05,1,0
2,19,1,0.035,80,0.02,3,0
2,19,1,0.07,50,0.3,1,0
2,19,1,0.07,50,0.2,1,0
2,19,1,0.07,50,0.1,1,0
2,19,1,0.07,50,0.05,2,0
2,19,1,0.07,50,0.02,3,0
2,19,1,0.07,80,0.3,1,0
2,19,1,0.07,80,0.2,1,0
2,19,1,0.07,80,0.1,1,0
2,19,1,0.07,80,0.05,1,0
2,19,1,0.07,80,0.02,2,0
2,19,1,0.1,50,0.3,1,0
2,19,1,0.1,50,0.2,1,0
2,19,1,0.1,50,0.1,1,0
2,19,1,0.1,50,0.05,2,0
2,19,1,0.1,50,0.02,3,0
2,19,1,0.1,80,0.3,1,0
2,19,1,0.1,80,0.2,1,0
2,19,1,0.1,80,0.1,1,0
2,19,1,0.1,80,0.05,1,0
2,19,1,0.1,80,0.02,2,0
2,20,0,0.035,50,0.3,4,0
2,20,0,0.035,50,0.2,4,0
2,20,0,0.035,50,0.1,6,0
2,20,0,0.035,50,0.05,4,0
2,20,0,0.035,50,0.02,4,0
2,20,0,0.035,80,0.3,5,0
2,20,0,0.035,80,0.2,5,0
2,20,0,0.035,80,0.1,4,0
2,20,0,0.035,80,0.05,1,0
2,20,0,0.035,80,0.02,4,0
2,20,0,0.07,50,0.3,3,0
2,20,0,0.07,50,0.2,4,0
2,20,0,0.07,50,0.1,5,0
2,20,0,0.07,50,0.05,6,0
2,20,0,0.07,50,0.02,2,0
2,20,0,0.07,80,0.3,4,0
2,20,0,0.07,80,0.2,5,0
2,20,0,0.07,80,0.1,4,0
2,20,0,0.07,80,0.05,1,0
2,20,0,0.07,80,0.02,6,0
2,20,0,0.1,50,0.3,4,0
2,20,0,0.1,50,0.2,4,0
2,20,0,0.1,50,0.1,5,0
2,20,0,0.1,50,0.05,6,0
2,20,0,0.1,50,0.02,2,0
2,20,0,0.1,80,0.3,4,0
2,20,0,0.1,80,0.2,5,0
2,20,0,0.1,80,0.1,4,0
2,20,0,0.1,80,0.05,1,0
2,20,0,0.1,80,0.02,6,0
3,61,1,0.035,50,0.3,5,0
3,61,1,0.035,50,0.2,1,0
3,61,1,0.035,50,0.1,1,0
3,61,1,0.035,50,0.05,3,0
3,61,1,0.035,50,0.02,1,0
3,61,1,0.035,80,0.3,2,0
3,61,1,0.035,80,0.2,1,0
3,61,1,0.035,80,0.1,1,0
3,61,1,0.035,80,0.05,3,0
3,61,1,0.035,80,0.02,1,0
3,61,1,0.07,50,0.3,4,0
3,61,1,0.07,50,0.2,1,0
3,61,1,0.07,50,0.1,1,0
3,61,1,0.07,50,0.05,2,0
3,61,1,0.07,50,0.02,1,0
3,61,1,0.07,80,0.3,2,0
3,61,1,0.07,80,0.2,1,0
3,61,1,0.07,80,0.1,1,0
3,61,1,0.07,80,0.05,2,0
3,61,1,0.07,80,0.02,1,0
3,61,1,0.1,50,0.3,5,0
3,61,1,0.1,50,0.2,1,0
3,61,1,0.1,50,0.1,1,0
3,61,1,0.1,50,0.05,2,0
3,61,1,0.1,50,0.02,1,0
3,61,1,0.1,80,0.3,2,0
3,61,1,0.1,80,0.2,1,0
3,61,1,0.1,80,0.1,1,0
3,61,1,0.1,80,0.05,2,0
3,61,1,0.1,80,0.02,1,0
3,62,0,0.035,50,0.3,3,0
3,62,0,0.035,50,0.2,5,0
3,62,0,0.035,50,0.1,5,0
3,62,0,0.035,50,0.05,2,0
3,62,0,0.035,50,0.02,5,0
3,62,0,0.035,80,0.3,4,0
3,62,0,0.035,80,0.2,1,0
3,62,0,0.035,80,0.1,2,0
3,62,0,0.035,80,0.05,2,0
3,62,0,0.035,80,0.02,6,0
3,62,0,0.07,50,0.3,3,0
3,62,0,0.07,50,0.2,4,0
3,62,0,0.07,50,0.1,6,0
3,62,0,0.07,50,0.05,2,0
3,62,0,0.07,50,0.02,5,0
3,62,0,0.07,80,0.3,4,0
3,62,0,0.07,80,0.2,1,0
3,62,0,0.07,80,0.1,1,0
3,62,0,0.07,80,0.05,2,0
3,62,0,0.07,80,0.02,6,0
3,62,0,0.1,50,0.3,3,0
3,62,0,0.1,50,0.2,4,0
3,62,0,0.1,50,0.1,6,0
3,62,0,0.1,50,0.05,2,0
3,62,0,0.1,50,0.02,4,0
3,62,0,0.1,80,0.3,4,0
3,62,0,0.1,80,0.2,1,0
3,62,0,0.1,80,0.1,1,0
3,62,0,0.1,80,0.05,2,0
3,62,0,0.1,80,0.02,6,0
3,63,2,0.035,50,0.3,2,0
3,63,2,0.035,50,0.2,4,0
3,63,2,0.035,50,0.1,5,0
3,63,2,0.035,50,0.05,3,0
3,63,2,0.035,50,0.02,4,0
3,63,2,0.035,80,0.3,2,0
3,63,2,0.035,80,0.2,2,0
3,63,2,0.035,80,0.1,2,0
3,63,2,0.035,80,0.05,2,0
3,63,2,0.035,80,0.02,3,0
3,63,2,0.07,50,0.3,2,0
3,63,2,0.07,50,0.2,4,0
3,63,2,0.07,50,0.1,5,0
3,63,2,0.07,50,0.05,4,0
3,63,2,0.07,50,0.02,7,0
3,63,2,0.07,80,0.3,2,0
3,63,2,0.07,80,0.2,2,0
3,63,2,0.07,80,0.1,2,0
3,63,2,0.07,80,0.05,2,0
3,63,2,0.07,80,0.02,6,0
3,63,2,0.1,50,0.3,2,0
3,63,2,0.1,50,0.2,4,0
3,63,2,0.1,50,0.1,5,0
3,63,2,0.1,50,0.05,4,0
3,63,2,0.1,50,0.02,7,0
3,63,2,0.1,80,0.3,2,0
3,63,2,0.1,80,0.2,2,0
3,63,2,0.1,80,0.1,2,0
3,63,2,0.1,80,0.05,2,0
3,63,2,0.1,80,0.02,6,0
3,64,0,0.035,50,0.3,5,0
3,64,0,0.035,50,0.2,5,0
3,64,0,0.035,50,0.1,5,0
3,64,0,0.035,50,0.05,3,0
3,64,0,0.035,50,0.02,4,0
3,64,0,0.035,80,0.3,3,0
3,64,0,0.035,80,0.2,2,0
3,64,0,0.035,80,0.1,6,0
3,64,0,0.035,80,0.05,3,0
3,64,0,0.035,80,0.02,3,0
3,64,0,0.07,50,0.3,3,0
3,64,0,0.07,50,0.2,5,0
3,64,0,0.07,50,0.1,5,0
3,64,0,0.07,50,0.05,2,0
3,64,0,0.07,50,0.02,4,0
3,64,0,0.07,80,0.3,3,0
3,64,0,0.07,80,0.2,3,0
3,64,0,0.07,80,0.1,5,0
3,64,0,0.07,80,0.05,3,0
3,64,0,0.07,80,0.02,3,0
3,64,0,0.1,50,0.3,3,0
3,64,0,0.1,50,0.2,5,0
3,64,0,0.1,50,0.1,5,0
3,64,0,0.1,50,0.05,2,0
3,64,0,0.1,50,0.02,4,0
3,64,0,0.1,80,0.3,3,0
3,64,0,0.1,80,0.2,3,0
3,64,0,0.1,80,0.1,5,0
3,64,0,0.1,80,0.05,3,0
3,64,0,0.1,80,0.02,3,0
3,65,1,0.035,50,0.3,6,0
3,65,1,0.035,50,0.2,6,0
3,65,1,0.035,50,0.1,6,0
3,65,1,0.035,50,0.05,5,0
3,65,1,0.035,50,0.02,5,0
3,65,1,0.035,80,0.3,4,0
3,65,1,0.035,80,0.2,4,0
3,65,1,0.035,80,0.1,4,0
3,65,1,0.035,80,0.05,3,0
3,65,1,0.035,80,0.02,3,0
3,65,1,0.07,50,0.3,6,0
3,65,1,0.07,50,0.2,6,0
3,65,1,0.07,50,0.1,6,0
3,65,1,0.07,50,0.05,6,0
3,65,1,0.07,50,0.02,5,0
3,65,1,0.07,80,0.3,2,0
3,65,1,0.07,80,0.2,4,0
3,65,1,0.07,80,0.1,4,0
3,65,1,0.07,80,0.05,4,0
3,65,1,0.07,80,0.02,3,0
3,65,1,0.1,50,0.3,6,0
3,65,1,0.1,50,0.2,6,0
3,65,1,0.1,50,0.1,6,0
3,65,1,0.1,50,0.05,6,0
3,65,1,0.1,50,0.02,5,0
3,65,1,0.1,80,0.3,2,0
3,65,1,0.1,80,0.2,4,0
3,65,1,0.1,80,0.1,4,0
3,65,1,0.1,80,0.05,4,0
3,65,1,0.1,80,0.02,3,0
3,66,1,0.035,50,0.3,6,0
3,66,1,0.035,50,0.2,6,0
3,66,1,0.035,50,0.1,3,0
3,66,1,0.035,50,0.05,6,0
3,66,1,0.035,50,0.02,5,0
3,66,1,0.035,80,0.3,5,0
3,66,1,0.035,80,0.2,5,0
3,66,1,0.035,80,0.1,2,0
3,66,1,0.035,80,0.05,5,0
3,66,1,0.035,80,0.02,3,0
3,66,1,0.07,50,0.3,6,0
3,66,1,0.07,50,0.2,5,0
3,66,1,0.07,50,0.1,3,0
3,66,1,0.07,50,0.05,6,0
3,66,1,0.07,50,0.02,4,0
3,66,1,0.07,80,0.3,5,0
3,66,1,0.07,80,0.2,4,0
3,66,1,0.07,80,0.1,3,0
3,66,1,0.07,80,0.05,4,0
3,66,1,0.07,80,0.02,3,0
3,66,1,0.1,50,0.3,6,0
3,66,1,0.1,50,0.2,4,0
3,66,1,0.1,50,0.1,3,0
3,66,1,0.1,50,0.05,6,0
3,66,1,0.1,50,0.02,6,0
3,66,1,0.1,80,0.3,5,0
3,66,1,0.1,80,0.2,4,0
3,66,1,0.1,80,0.1,3,0
3,66,1,0.1,80,0.05,4,0
3,66,1,0.1,80,0.02,6,0
3,67,1,0.035,50,0.3,3,0
3,67,1,0.035,50,0.2,5,0
3,67,1,0.035,50,0.1,4,0
3,67,1,0.035,50,0.05,5,0
3,67,1,0.035,50,0.02,5,0
3,67,1,0.035,80,0.3,1,0
3,67,1,0.035,80,0.2,1,0
3,67,1,0.035,80,0.1,1,0
3,67,1,0.035,80,0.05,5,0
3,67,1,0.035,80,0.02,5,0
