class,seed,a_star,eps,vis,fr,rank,dropped
3,67,1,0.07,50,0.3,3,0
3,67,1,0.07,50,0.2,5,0
3,67,1,0.07,50,0.1,4,0
3,67,1,0.07,50,0.05,5,0
3,67,1,0.07,50,0.02,5,0
3,67,1,0.07,80,0.3,1,0
3,67,1,0.07,80,0.2,1,0
3,67,1,0.07,80,0.1,1,0
3,67,1,0.07,80,0.05,5,0
3,67,1,0.07,80,0.02,5,0
3,67,1,0.1,50,0.3,3,0
3,67,1,0.1,50,0.2,5,0
3,67,1,0.1,50,0.1,4,0
3,67,1,0.1,50,0.05,5,0
3,67,1,0.1,50,0.02,5,0
3,67,1,0.1,80,0.3,1,0
3,67,1,0.1,80,0.2,1,0
3,67,1,0.1,80,0.1,1,0
3,67,1,0.1,80,0.05,5,0
3,67,1,0.1,80,0.02,5,0
3,68,0,0.035,50,0.3,6,0
3,68,0,0.035,50,0.2,2,0
3,68,0,0.035,50,0.1,2,0
3,68,0,0.035,50,0.05,2,0
3,68,0,0.035,50,0.02,2,0
3,68,0,0.035,80,0.3,9,0
3,68,0,0.035,80,0.2,3,0
3,68,0,0.035,80,0.1,3,0
3,68,0,0.035,80,0.05,3,0
3,68,0,0.035,80,0.02,3,0
3,68,0,0.07,50,0.3,6,0
3,68,0,0.07,50,0.2,2,0
3,68,0,0.07,50,0.1,2,0
3,68,0,0.07,50,0.05,2,0
3,68,0,0.07,50,0.02,6,0
3,68,0,0.07,80,0.3,9,0
3,68,0,0.07,80,0.2,3,0
3,68,0,0.07,80,0.1,3,0
3,68,0,0.07,80,0.05,3,0
3,68,0,0.07,80,0.02,3,0
3,68,0,0.1,50,0.3,6,0
3,68,0,0.1,50,0.2,2,0
3,68,0,0.1,50,0.1,2,0
3,68,0,0.1,50,0.05,6,0
3,68,0,0.1,50,0.02,6,0
3,68,0,0.1,80,0.3,9,0
3,68,0,0.1,80,0.2,3,0
3,68,0,0.1,80,0.1,3,0
3,68,0,0.1,80,0.05,3,0
3,68,0,0.1,80,0.02,3,0
3,69,2,0.035,50,0.3,1,0
3,69,2,0.035,50,0.2,1,0
3,69,2,0.035,50,0.1,1,0
3,69,2,0.035,50,0.05,1,0
3,69,2,0.035,50,0.02,1,0
3,69,2,0.035,80,0.3,1,0
3,69,2,0.035,80,0.2,1,0
3,69,2,0.035,80,0.1,1,0
3,69,2,0.035,80,0.05,1,0
3,69,2,0.035,80,0.02,1,0
3,69,2,0.07,50,0.3,1,0
3,69,2,0.07,50,0.2,1,0
3,69,2,0.07,50,0.1,1,0
3,69,2,0.07,50,0.05,1,0
3,69,2,0.07,50,0.02,2,0
3,69,2,0.07,80,0.3,1,0
3,69,2,0.07,80,0.2,1,0
3,69,2,0.07,80,0.1,1,0
3,69,2,0.07,80,0.05,1,0
3,69,2,0.07,80,0.02,1,0
3,69,2,0.1,50,0.3,1,0
3,69,2,0.1,50,0.2,1,0
3,69,2,0.1,50,0.1,1,0
3,69,2,0.1,50,0.05,1,0
3,69,2,0.1,50,0.02,2,0
3,69,2,0.1,80,0.3,1,0
3,69,2,0.1,80,0.2,1,0
3,69,2,0.1,80,0.1,1,0
3,69,2,0.1,80,0.05,1,0
3,69,2,0.1,80,0.02,1,0
3,70,0,0.035,50,0.3,2,0
3,70,0,0.035,50,0.2,2,0
3,70,0,0.035,50,0.1,5,0
3,70,0,0.035,50,0.05,5,0
3,70,0,0.035,50,0.02,5,0
3,70,0,0.035,80,0.3,1,0
3,70,0,0.035,80,0.2,2,0
3,70,0,0.035,80,0.1,3,0
3,70,0,0.035,80,0.05,3,0
3,70,0,0.035,80,0.02,3,0
3,70,0,0.07,50,0.3,2,0
3,70,0,0.07,50,0.2,1,0
3,70,0,0.07,50,0.1,5,0
3,70,0,0.07,50,0.05,4,0
3,70,0,0.07,50,0.02,3,0
3,70,0,0.07,80,0.3,1,0
3,70,0,0.07,80,0.2,2,0
3,70,0,0.07,80,0.1,3,0
3,70,0,0.07,80,0.05,2,0
3,70,0,0.07,80,0.02,2,0
3,70,0,0.1,50,0.3,2,0
3,70,0,0.1,50,0.2,1,0
3,70,0,0.1,50,0.1,5,0
3,70,0,0.1,50,0.05,4,0
3,70,0,0.1,50,0.02,3,0
3,70,0,0.1,80,0.3,1,0
3,70,0,0.1,80,0.2,1,0
3,70,0,0.1,80,0.1,3,0
3,70,0,0.1,80,0.05,2,0
3,70,0,0.1,80,0.02,2,0
4,113,4,0.035,50,0.3,9,0
4,113,4,0.035,50,0.2,9,0
4,113,4,0.035,50,0.1,9,0
4,113,4,0.035,50,0.05,10,0
4,113,4,0.035,50,0.02,10,0
4,113,4,0.035,80,0.3,8,0
4,113,4,0.035,80,0.2,8,0
4,113,4,0.035,80,0.1,8,0
4,113,4,0.035,80,0.05,8,0
4,113,4,0.035,80,0.02,8,0
4,113,4,0.07,50,0.3,9,0
4,113,4,0.07,50,0.2,8,0
4,113,4,0.07,50,0.1,9,0
4,113,4,0.07,50,0.05,10,0
4,113,4,0.07,50,0.02,10,0
4,113,4,0.07,80,0.3,8,0
4,113,4,0.07,80,0.2,8,0
4,113,4,0.07,80,0.1,8,0
4,113,4,0.07,80,0.05,8,0
4,113,4,0.07,80,0.02,8,0
4,113,4,0.1,50,0.3,9,0
4,113,4,0.1,50,0.2,8,0
4,113,4,0.1,50,0.1,9,0
4,113,4,0.1,50,0.05,10,0
4,113,4,0.1,50,0.02,10,0
4,113,4,0.1,80,0.3,8,0
4,113,4,0.1,80,0.2,8,0
4,113,4,0.1,80,0.1,8,0
4,113,4,0.1,80,0.05,8,0
4,113,4,0.1,80,0.02,8,0
4,114,3,0.035,50,0.3,1,0
4,114,3,0.035,50,0.2,2,0
4,114,3,0.035,50,0.1,3,0
4,114,3,0.035,50,0.05,4,0
4,114,3,0.035,50,0.02,4,0
4,114,3,0.035,80,0.3,1,0
4,114,3,0.035,80,0.2,2,0
4,114,3,0.035,80,0.1,2,0
4,114,3,0.035,80,0.05,6,0
4,114,3,0.035,80,0.02,6,0
4,114,3,0.07,50,0.3,2,0
4,114,3,0.07,50,0.2,3,0
4,114,3,0.07,50,0.1,2,0
4,114,3,0.07,50,0.05,2,0
4,114,3,0.07,50,0.02,7,0
4,114,3,0.07,80,0.3,1,0
4,114,3,0.07,80,0.2,2,0
4,114,3,0.07,80,0.1,2,0
4,114,3,0.07,80,0.05,6,0
4,114,3,0.07,80,0.02,6,0
4,114,3,0.1,50,0.3,2,0
4,114,3,0.1,50,0.2,3,0
4,114,3,0.1,50,0.1,2,0
4,114,3,0.1,50,0.05,2,0
4,114,3,0.1,50,0.02,7,0
4,114,3,0.1,80,0.3,2,0
4,114,3,0.1,80,0.2,2,0
4,114,3,0.1,80,0.1,3,0
4,114,3,0.1,80,0.05,6,0
4,114,3,0.1,80,0.02,6,0
4,115,5,0.035,50,0.3,1,0
4,115,5,0.035,50,0.2,1,0
4,115,5,0.035,50,0.1,1,0
4,115,5,0.035,50,0.05,1,0
4,115,5,0.035,50,0.02,1,0
4,115,5,0.035,80,0.3,1,0
4,115,5,0.035,80,0.2,1,0
4,115,5,0.035,80,0.1,1,0
4,115,5,0.035,80,0.05,1,0
4,115,5,0.035,80,0.02,1,0
4,115,5,0.07,50,0.3,1,0
4,115,5,0.07,50,0.2,1,0
4,115,5,0.07,50,0.1,1,0
4,115,5,0.07,50,0.05,1,0
4,115,5,0.07,50,0.02,1,0
4,115,5,0.07,80,0.3,1,0
4,115,5,0.07,80,0.2,1,0
4,115,5,0.07,80,0.1,1,0
4,115,5,0.07,80,0.05,1,0
4,115,5,0.07,80,0.02,1,0
4,115,5,0.1,50,0.3,1,0
4,115,5,0.1,50,0.2,1,0
4,115,5,0.1,50,0.1,1,0
4,115,5,0.1,50,0.05,1,0
4,115,5,0.1,50,0.02,1,0
4,115,5,0.1,80,0.3,1,0
4,115,5,0.1,80,0.2,1,0
4,115,5,0.1,80,0.1,1,0
4,115,5,0.1,80,0.05,1,0
4,115,5,0.1,80,0.02,1,0
4,116,4,0.035,50,0.3,3,0
4,116,4,0.035,50,0.2,2,0
4,116,4,0.035,50,0.1,2,0
4,116,4,0.035,50,0.05,1,0
4,116,4,0.035,50,0.02,2,0
4,116,4,0.035,80,0.3,1,0
4,116,4,0.035,80,0.2,1,0
4,116,4,0.035,80,0.1,1,0
4,116,4,0.035,80,0.05,1,0
4,116,4,0.035,80,0.02,1,0
4,116,4,0.07,50,0.3,3,0
4,116,4,0.07,50,0.2,3,0
4,116,4,0.07,50,0.1,2,0
4,116,4,0.07,50,0.05,1,0
4,116,4,0.07,50,0.02,2,0
4,116,4,0.07,80,0.3,1,0
4,116,4,0.07,80,0.2,1,0
4,116,4,0.07,80,0.1,1,0
4,116,4,0.07,80,0.05,1,0
4,116,4,0.07,80,0.02,3,0
4,116,4,0.1,50,0.3,3,0
4,116,4,0.1,50,0.2,3,0
4,116,4,0.1,50,0.1,2,0
4,116,4,0.1,50,0.05,1,0
4,116,4,0.1,50,0.02,2,0
4,116,4,0.1,80,0.3,1,0
4,116,4,0.1,80,0.2,1,0
4,116,4,0.1,80,0.1,1,0
4,116,4,0.1,80,0.05,1,0
4,116,4,0.1,80,0.02,3,0
4,117,4,0.035,50,0.3,1,0
4,117,4,0.035,50,0.2,1,0
4,117,4,0.035,50,0.1,1,0
4,117,4,0.035,50,0.05,3,0
4,117,4,0.035,50,0.02,2,0
4,117,4,0.035,80,0.3,2,0
4,117,4,0.035,80,0.2,2,0
4,117,4,0.035,80,0.1,3,0
4,117,4,0.035,80,0.05,3,0
4,117,4,0.035,80,0.02,6,0
4,117,4,0.07,50,0.3,1,0
4,117,4,0.07,50,0.2,1,0
4,117,4,0.07,50,0.1,1,0
4,117,4,0.07,50,0.05,1,0
4,117,4,0.07,50,0.02,2,0
4,117,4,0.07,80,0.3,2,0
4,117,4,0.07,80,0.2,2,0
4,117,4,0.07,80,0.1,2,0
4,117,4,0.07,80,0.05,3,0
4,117,4,0.07,80,0.02,6,0
4,117,4,0.1,50,0.3,2,0
4,117,4,0.1,50,0.2,1,0
4,117,4,0.1,50,0.1,1,0
4,117,4,0.1,50,0.05,1,0
4,117,4,0.1,50,0.02,2,0
4,117,4,0.1,80,0.3,2,0
4,117,4,0.1,80,0.2,2,0
4,117,4,0.1,80,0.1,2,0
4,117,4,0.1,80,0.05,3,0
4,117,4,0.1,80,0.02,6,0
4,118,5,0.035,50,0.3,2,0
4,118,5,0.035,50,0.2,,1
4,118,5,0.035,50,0.1,,1
4,118,5,0.035,50,0.05,,1
4,118,5,0.035,50,0.02,,1
4,118,5,0.035,80,0.3,2,0
4,118,5,0.035,80,0.2,,1
4,118,5,0.035,80,0.1,,1
4,118,5,0.035,80,0.05,,1
4,118,5,0.035,80,0.02,,1
4,118,5,0.07,50,0.3,2,0
4,118,5,0.07,50,0.2,,1
4,118,5,0.07,50,0.1,,1
4,118,5,0.07,50,0.05,,1
4,118,5,0.07,50,0.02,,1
4,118,5,0.07,80,0.3,2,0
4,118,5,0.07,80,0.2,,1
4,118,5,0.07,80,0.1,,1
4,118,5,0.07,80,0.05,,1
4,118,5,0.07,80,0.02,,1
4,118,5,0.1,50,0.3,2,0
4,118,5,0.1,50,0.2,,1
4,118,5,0.1,50,0.1,,1
4,118,5,0.1,50,0.05,,1
4,118,5,0.1,50,0.02,,1
4,118,5,0.1,80,0.3,2,0
4,118,5,0.1,80,0.2,,1
4,118,5,0.1,80,0.1,,1
4,118,5,0.1,80,0.05,,1
4,118,5,0.1,80,0.02,,1
4,119,2,0.035,50,0.3,4,0
4,119,2,0.035,50,0.2,4,0
4,119,2,0.035,50,0.1,4,0
4,119,2,0.035,50,0.05,4,0
4,119,2,0.035,50,0.02,4,0
4,119,2,0.035,80,0.3,3,0
4,119,2,0.035,80,0.2,3,0
4,119,2,0.035,80,0.1,4,0
4,119,2,0.035,80,0.05,4,0
4,119,2,0.035,80,0.02,4,0
4,119,2,0.07,50,0.3,4,0
4,119,2,0.07,50,0.2,4,0
4,119,2,0.07,50,0.1,4,0
4,119,2,0.07,50,0.05,4,0
4,119,2,0.07,50,0.02,7,0
4,119,2,0.07,80,0.3,3,0
4,119,2,0.07,80,0.2,3,0
4,119,2,0.07,80,0.1,4,0
4,119,2,0.07,80,0.05,4,0
4,119,2,0.07,80,0.02,4,0
4,119,2,0.1,50,0.3,4,0
4,119,2,0.1,50,0.2,4,0
4,119,2,0.1,50,0.1,4,0
4,119,2,0.1,50,0.05,4,0
4,119,2,0.1,50,0.02,7,0
4,119,2,0.1,80,0.3,3,0
4,119,2,0.1,80,0.2,3,0
4,119,2,0.1,80,0.1,4,0
4,119,2,0.1,80,0.05,4,0
4,119,2,0.1,80,0.02,4,0
4,120,2,0.035,50,0.3,4,0
4,120,2,0.035,50,0.2,4,0
4,120,2,0.035,50,0.1,2,0
4,120,2,0.035,50,0.05,2,0
4,120,2,0.035,50,0.02,7,0
4,120,2,0.035,80,0.3,5,0
4,120,2,0.035,80,0.2,5,0
4,120,2,0.035,80,0.1,4,0
4,120,2,0.035,80,0.05,4,0
4,120,2,0.035,80,0.02,2,0
4,120,2,0.07,50,0.3,4,0
4,120,2,0.07,50,0.2,4,0
4,120,2,0.07,50,0.1,2,0
4,120,2,0.07,50,0.05,3,0
4,120,2,0.07,50,0.02,6,0
4,120,2,0.07,80,0.3,5,0
4,120,2,0.07,80,0.2,5,0
4,120,2,0.07,80,0.1,4,0
4,120,2,0.07,80,0.05,5,0
4,120,2,0.07,80,0.02,3,0
4,120,2,0.1,50,0.3,4,0
4,120,2,0.1,50,0.2,4,0
4,120,2,0.1,50,0.1,2,0
4,120,2,0.1,50,0.05,3,0
4,120,2,0.1,50,0.02,6,0
4,120,2,0.1,80,0.3,5,0
4,120,2,0.1,80,0.2,5,0
4,120,2,0.1,80,0.1,4,0
4,120,2,0.1,80,0.05,5,0
4,120,2,0.1,80,0.02,3,0
4,121,0,0.035,50,0.3,2,0
4,121,0,0.035,50,0.2,4,0
4,121,0,0.035,50,0.1,4,0
4,121,0,0.035,50,0.05,4,0
4,121,0,0.035,50,0.02,2,0
4,121,0,0.035,80,0.3,1,0
4,121,0,0.035,80,0.2,3,0
4,121,0,0.035,80,0.1,3,0
4,121,0,0.035,80,0.05,3,0
4,121,0,0.035,80,0.02,4,0
4,121,0,0.07,50,0.3,3,0
4,121,0,0.07,50,0.2,4,0
4,121,0,0.07,50,0.1,4,0
4,121,0,0.07,50,0.05,4,0
4,121,0,0.07,50,0.02,4,0
4,121,0,0.07,80,0.3,3,0
4,121,0,0.07,80,0.2,3,0
4,121,0,0.07,80,0.1,3,0
4,121,0,0.07,80,0.05,3,0
4,121,0,0.07,80,0.02,3,0
4,121,0,0.1,50,0.3,3,0
4,121,0,0.1,50,0.2,3,0
4,121,0,0.1,50,0.1,4,0
4,121,0,0.1,50,0.05,4,0
4,121,0,0.1,50,0.02,4,0
4,121,0,0.1,80,0.3,3,0
4,121,0,0.1,80,0.2,3,0
4,121,0,0.1,80,0.1,3,0
4,121,0,0.1,80,0.05,3,0
4,121,0,0.1,80,0.02,3,0
4,122,4,0.035,50,0.3,4,0
4,122,4,0.035,50,0.2,4,0
4,122,4,0.035,50,0.1,4,0
4,122,4,0.035,50,0.05,5,0
4,122,4,0.035,50,0.02,5,0
4,122,4,0.035,80,0.3,4,0
4,122,4,0.035,80,0.2,4,0
4,122,4,0.035,80,0.1,4,0
4,122,4,0.035,80,0.05,4,0
4,122,4,0.035,80,0.02,4,0
4,122,4,0.07,50,0.3,4,0
4,122,4,0.07,50,0.2,4,0
4,122,4,0.07,50,0.1,4,0
4,122,4,0.07,50,0.05,5,0
4,122,4,0.07,50,0.02,5,0
4,122,4,0.07,80,0.3,4,0
4,122,4,0.07,80,0.2,4,0
4,122,4,0.07,80,0.1,4,0
4,122,4,0.07,80,0.05,4,0
4,122,4,0.07,80,0.02,4,0
4,122,4,0.1,50,0.3,4,0
4,122,4,0.1,50,0.2,4,0
4,122,4,0.1,50,0.1,4,0
4,122,4,0.1,50,0.05,5,0
4,122,4,0.1,50,0.02,5,0
4,122,4,0.1,80,0.3,4,0
4,122,4,0.1,80,0.2,4,0
4,122,4,0.1,80,0.1,4,0
4,122,4,0.1,80,0.05,4,0
4,122,4,0.1,80,0.02,4,0
